Type,PDB,Metal,Angle,Degrees,atomNames,resNames,resNums,chains,occs,Environment
Mineral,Dioptase_0008642.Cu_40_40_A.oct.pdb,CU,O_CU_O,96.94,O2_CU_O3,UNK_UNK_UNK,7_40_4, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Strunzite_0015670.Fe2_2_2_A.spy.pdb,FE,O_FE_O,89.63,O3_FE2_O-H1,UNK_UNK_UNK,21_2_24, _A_ ,1.0_1.0_1.0,FE1O5
Mineral,Wustite_0011314.Fe_8_8_A.irr.pdb,FE,O_FE_O,90.0,O_FE_O,UNK_UNK_UNK,1_8_17, _A_ ,1.0_1.0_1.0,FE1O2
Mineral,Tetraferroplatinum_0005247.Fe_24_24_A.cub.pdb,FE,PT_FE_PT,91.99,PT_FE_PT,UNK_UNK_UNK,7_24_45, _A_ ,1.0_1.0_1.0,FE1PT8
Mineral,Qusongite_0004855.W_3_3_A.irr.pdb,W,C_W_C,80.36,C_W_C,UNK_UNK_UNK,14_3_15, _A_ ,1.0_1.0_1.0,W1C2
Mineral,Nissonite_0001329.Cu_0_0_A.oct.pdb,CU,O_CU_O,63.44,O1_CU_O2,UNK_UNK_UNK,3_0_4, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Hauerite_0010545.Mn_2_2_A.oct.pdb,MN,S_MN_S,179.97,S_MN_S,UNK_UNK_UNK,6_2_4, _A_ ,1.0_1.0_1.0,MN1S6
Mineral,Helvine_0000973.Mn_22_22_A.tet.pdb,MN,O_MN_O,102.53,O_MN_O,UNK_UNK_UNK,36_22_39, _A_ ,1.0_1.0_1.0,MN1O3S1
Mineral,Nissonite_0001329.Cu_0_0_A.oct.pdb,CU,O_CU_O,110.62,O2_CU_O4,UNK_UNK_UNK,18_0_20, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Skaergaardite_0011491.Cu_14_14_A.irr.pdb,CU,PD_CU_PD,109.47,PD_CU_PD,UNK_UNK_UNK,45_14_5, _A_ ,1.0_1.0_1.0,CU1PD5
Mineral,Seligmannite_0010715.Cu_3_3_A.tet.pdb,CU,S_CU_S,109.5,S3_CU_S2,UNK_UNK_UNK,6_3_5, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Hauerite_0010545.Mn_2_2_A.oct.pdb,MN,S_MN_S,93.1,S_MN_S,UNK_UNK_UNK,7_2_0, _A_ ,1.0_1.0_1.0,MN1S6
Mineral,Markascherite_0018649.Cu3_26_26_A.irr.pdb,CU,O_CU_O,81.55,O2_CU3_O-H5,UNK_UNK_UNK,28_26_8, _A_ ,1.0_1.0_1.0,CU1O2
Mineral,Ronneburgite_0002672.V2_24_24_A.trv.pdb,V,O_V_O,108.82,O5_V2_O1,UNK_UNK_UNK,49_24_13, _A_ ,1.0_1.0_1.0,V1O2
Mineral,Nissonite_0001329.Cu_0_0_A.oct.pdb,CU,O_CU_O,91.84,O2_CU_O-H,UNK_UNK_UNK,18_0_7, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Dioptase_0008642.Cu_40_40_A.oct.pdb,CU,O_CU_O,84.62,O2_CU_O4,UNK_UNK_UNK,7_40_45, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Kamiokite_0010022.Mo_10_10_A.oct.pdb,MO,O_MO_O,79.78,O3_MO_O3,UNK_UNK_UNK,13_10_14, _A_ ,1.0_1.0_1.0,MO1O6
Mineral,Goethite_0010471.Fe_8_8_A.irr.pdb,FE,O_FE_O,76.15,O-H2_FE_O-H2,UNK_UNK_UNK,0_8_4, _A_ ,1.0_1.0_1.0,FE1O2
Mineral,Nissonite_0001329.Cu_0_0_A.oct.pdb,CU,O_CU_O,163.28,O2_CU_O-H,UNK_UNK_UNK,18_0_21, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Seligmannite_0010715.Cu_3_3_A.tet.pdb,CU,S_CU_S,101.77,S4_CU_S2,UNK_UNK_UNK,19_3_5, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Sewardite_0005788.Fe_40_40_A.irr.pdb,FE,O_FE_O,76.69,O2_FE_O-H6,UNK_UNK_UNK,59_40_29, _A_ ,1.0_1.0_1.0,FE1O2
Mineral,Iriginite_0005691.Mo_8_8_A.irr.pdb,MO,O_MO_O,75.62,O(4)_MO_O(5),UNK_UNK_UNK,17_8_6, _A_ ,1.0_1.0_1.0,MO1O5
Mineral,Dioptase_0008642.Cu_40_40_A.oct.pdb,CU,O_CU_O,87.11,O3_CU_O4,UNK_UNK_UNK,4_40_45, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Hauerite_0010545.Mn_2_2_A.oct.pdb,MN,S_MN_S,86.9,S_MN_S,UNK_UNK_UNK,7_2_4, _A_ ,1.0_1.0_1.0,MN1S6
Mineral,Ilmenite_0000925.Fe_0_0_A.oct.pdb,FE,O_FE_O,101.41,O_FE_O,UNK_UNK_UNK,13_0_18, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Tetraferroplatinum_0005247.Fe_24_24_A.cub.pdb,FE,PT_FE_PT,61.13,PT_FE_PT,UNK_UNK_UNK,7_24_41, _A_ ,1.0_1.0_1.0,FE1PT8
Mineral,Shandite_0000051.Ni_25_25_A.tev.pdb,NI,PB_NI_PB,90.0,PB2_NI_PB1,UNK_UNK_UNK,11_25_8, _A_ ,1.0_1.0_1.0,NI1PB2S1
Mineral,Nissonite_0001329.Cu_0_0_A.oct.pdb,CU,O_CU_O,94.13,O2_CU_O2,UNK_UNK_UNK,18_0_4, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Shigaite_0005480.Mn_31_31_A.oct.pdb,MN,O_MN_O,100.6,O-H2_MN_O-H1,UNK_UNK_UNK,14_31_67, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Kamiokite_0010022.Mo_10_10_A.oct.pdb,MO,O_MO_O,91.4,O3_MO_O4,UNK_UNK_UNK,13_10_21, _A_ ,1.0_1.0_1.0,MO1O6
Mineral,Ilmenite_0000925.Fe_0_0_A.oct.pdb,FE,O_FE_O,90.93,O_FE_O,UNK_UNK_UNK,13_0_16, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Ilmenite_0000925.Fe_0_0_A.oct.pdb,FE,O_FE_O,101.39,O_FE_O,UNK_UNK_UNK,13_0_15, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Iriginite_0005691.Mo_8_8_A.irr.pdb,MO,O_MO_O,160.34,O(4)_MO_O(3),UNK_UNK_UNK,17_8_9, _A_ ,1.0_1.0_1.0,MO1O5
Mineral,Strunzite_0015670.Fe2_2_2_A.spy.pdb,FE,O_FE_O,91.9,O8_FE2_O6,UNK_UNK_UNK,23_2_10, _A_ ,1.0_1.0_1.0,FE1O5
Mineral,Nissonite_0001329.Cu_0_0_A.oct.pdb,CU,O_CU_O,77.22,O4_CU_O-H,UNK_UNK_UNK,20_0_7, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Schoonerite_0000562.Fe2_26_26_A.trv.pdb,FE,O_FE_O,95.77,O7_FE2_O-H,UNK_UNK_UNK,14_26_37, _A_ ,1.0_1.0_1.0,FE1O2
Mineral,Hauerite_0010545.Mn_2_2_A.oct.pdb,MN,S_MN_S,86.91,S_MN_S,UNK_UNK_UNK,0_2_4, _A_ ,1.0_1.0_1.0,MN1S6
Mineral,Kamiokite_0010022.Mo_10_10_A.oct.pdb,MO,O_MO_O,89.54,O3_MO_O1,UNK_UNK_UNK,13_10_4, _A_ ,1.0_1.0_1.0,MO1O6
Mineral,Tetraferroplatinum_0005247.Fe_24_24_A.cub.pdb,FE,PT_FE_PT,61.15,PT_FE_PT,UNK_UNK_UNK,7_24_3, _A_ ,1.0_1.0_1.0,FE1PT8
Mineral,Nissonite_0001329.Cu_0_0_A.oct.pdb,CU,O_CU_O,84.26,O4_CU_O-H,UNK_UNK_UNK,20_0_21, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Skaergaardite_0011491.Cu_17_17_A.cuv.pdb,CU,PD_CU_PD,70.53,PD_CU_PD,UNK_UNK_UNK,48_17_9, _A_ ,1.0_1.0_1.0,CU1PD7
Mineral,Djerfisherite_0006153.Fe_112_112_A.trv.pdb,FE,S_FE_S,107.2,S2_FE_S3,UNK_UNK_UNK,149_112_124, _A_ ,1.0_1.0_1.0,FE1S2
Mineral,Szenicsite_0014535.Cu2_61_61_A.oct.pdb,CU,O_CU_O,80.8,O5_CU2_O5,UNK_UNK_UNK,14_61_28, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Strunzite_0015670.Fe2_2_2_A.spy.pdb,FE,O_FE_O,89.03,O8_FE2_O-H1,UNK_UNK_UNK,23_2_24, _A_ ,1.0_1.0_1.0,FE1O5
Mineral,Sewardite_0005788.Fe_15_15_A.oct.pdb,FE,O_FE_O,86.29,O5_FE_O-H6,UNK_UNK_UNK,18_15_65, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Iriginite_0005691.Mo_8_8_A.irr.pdb,MO,O_MO_O,146.35,O(4)_MO_O(5),UNK_UNK_UNK,10_8_6, _A_ ,1.0_1.0_1.0,MO1O5
Mineral,Szenicsite_0014535.Cu2_61_61_A.oct.pdb,CU,O_CU_O,179.98,O5_CU2_O5,UNK_UNK_UNK,14_61_22, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Ilmenite_0000925.Fe_0_0_A.oct.pdb,FE,O_FE_O,161.73,O_FE_O,UNK_UNK_UNK,13_0_4, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Kamiokite_0010022.Mo_10_10_A.oct.pdb,MO,O_MO_O,78.34,O3_MO_O2,UNK_UNK_UNK,13_10_33, _A_ ,1.0_1.0_1.0,MO1O6
Mineral,Davreuxite_0000955.Mn_31_31_A.irr.pdb,MN,O_MN_O,88.76,O15_MN_O12,UNK_UNK_UNK,16_31_15, _A_ ,1.0_1.0_1.0,MN1O2
Mineral,Szenicsite_0014535.Cu2_61_61_A.oct.pdb,CU,O_CU_O,95.62,O5_CU2_O3,UNK_UNK_UNK,14_61_49, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Strunzite_0015670.Fe2_2_2_A.spy.pdb,FE,O_FE_O,90.27,O6_FE2_O-H1,UNK_UNK_UNK,10_2_24, _A_ ,1.0_1.0_1.0,FE1O5
Mineral,Shigaite_0005480.Mn_31_31_A.oct.pdb,MN,O_MN_O,72.33,O-H2_MN_O-H1,UNK_UNK_UNK,14_31_37, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Sewardite_0005788.Fe_15_15_A.oct.pdb,FE,O_FE_O,92.58,O5_FE_O-H7,UNK_UNK_UNK,18_15_19, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Nissonite_0001329.Cu_0_0_A.oct.pdb,CU,O_CU_O,98.74,O4_CU_O2,UNK_UNK_UNK,20_0_4, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Ilmenite_0000925.Fe_0_0_A.oct.pdb,FE,O_FE_O,89.14,O_FE_O,UNK_UNK_UNK,13_0_2, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Tetraferroplatinum_0005247.Fe_24_24_A.cub.pdb,FE,PT_FE_PT,88.0,PT_FE_PT,UNK_UNK_UNK,7_24_5, _A_ ,1.0_1.0_1.0,FE1PT8
Mineral,Shigaite_0005480.Mn_31_31_A.oct.pdb,MN,O_MN_O,88.46,O-H2_MN_O-H2,UNK_UNK_UNK,14_31_35, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Lithidionite_0000464.Cu_43_43_A.pyv.pdb,CU,O_CU_O,87.14,O7_CU_O5,UNK_UNK_UNK,71_43_10, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Kamiokite_0010022.Mo_10_10_A.oct.pdb,MO,O_MO_O,91.38,O4_MO_O3,UNK_UNK_UNK,19_10_14, _A_ ,1.0_1.0_1.0,MO1O6
Mineral,Sewardite_0005788.Fe_15_15_A.oct.pdb,FE,O_FE_O,86.14,O5_FE_O2,UNK_UNK_UNK,18_15_60, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Shigaite_0005480.Mn_31_31_A.oct.pdb,MN,O_MN_O,99.39,O-H2_MN_O-H3,UNK_UNK_UNK,14_31_33, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Jouravskite_0009362.Mn_10_10_A.irr.pdb,MN,O_MN_O,85.4,O-H4_MN_O-H4,UNK_UNK_UNK,9_10_3, _A_ ,1.0_1.0_1.0,MN1O3
Mineral,Nissonite_0001329.Cu_0_0_A.oct.pdb,CU,O_CU_O,83.88,O-H_CU_O-H,UNK_UNK_UNK,7_0_21, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Ilmenite_0000925.Fe_0_0_A.oct.pdb,FE,O_FE_O,89.14,O_FE_O,UNK_UNK_UNK,18_0_16, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Iriginite_0005691.Mo_8_8_A.irr.pdb,MO,O_MO_O,103.7,O(4)_MO_O(3),UNK_UNK_UNK,10_8_9, _A_ ,1.0_1.0_1.0,MO1O5
Mineral,Shandite_0000051.Ni_25_25_A.tev.pdb,NI,PB_NI_S,90.0,PB2_NI_S,UNK_UNK_UNK,11_25_32, _A_ ,1.0_1.0_1.0,NI1PB2S1
Mineral,Lithidionite_0000464.Cu_43_43_A.pyv.pdb,CU,O_CU_O,167.35,O7_CU_O2,UNK_UNK_UNK,71_43_56, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Skaergaardite_0011491.Cu_17_17_A.cuv.pdb,CU,PD_CU_PD,109.47,PD_CU_PD,UNK_UNK_UNK,48_17_41, _A_ ,1.0_1.0_1.0,CU1PD7
Mineral,Shigaite_0005480.Mn_31_31_A.oct.pdb,MN,O_MN_O,170.16,O-H2_MN_O-H3,UNK_UNK_UNK,14_31_58, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Szenicsite_0014535.Cu2_61_61_A.oct.pdb,CU,O_CU_O,84.38,O5_CU2_O3,UNK_UNK_UNK,14_61_50, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Ilmenite_0000925.Fe_0_0_A.oct.pdb,FE,O_FE_O,101.39,O_FE_O,UNK_UNK_UNK,18_0_15, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Sewardite_0005788.Fe_15_15_A.oct.pdb,FE,O_FE_O,173.78,O5_FE_O1,UNK_UNK_UNK,18_15_55, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Nissonite_0001329.Cu_0_0_A.oct.pdb,CU,O_CU_O,173.7,O-H_CU_O2,UNK_UNK_UNK,7_0_4, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Kamiokite_0010022.Mo_10_10_A.oct.pdb,MO,O_MO_O,95.36,O4_MO_O4,UNK_UNK_UNK,19_10_21, _A_ ,1.0_1.0_1.0,MO1O6
Mineral,Lithidionite_0000464.Cu_43_43_A.pyv.pdb,CU,O_CU_O,92.76,O7_CU_O1,UNK_UNK_UNK,71_43_50, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Iriginite_0005691.Mo_8_8_A.irr.pdb,MO,O_MO_O,98.21,O(5)_MO_O(3),UNK_UNK_UNK,6_8_9, _A_ ,1.0_1.0_1.0,MO1O5
Mineral,Roubaultite_0010005.Cu_38_38_A.irr.pdb,CU,O_CU_O,72.99,O7_CU_O7,UNK_UNK_UNK,26_38_45, _A_ ,1.0_1.0_1.0,CU1O2
Mineral,Tetraferroplatinum_0005247.Fe_24_24_A.cub.pdb,FE,PT_FE_PT,118.84,PT_FE_PT,UNK_UNK_UNK,7_24_42, _A_ ,1.0_1.0_1.0,FE1PT8
Mineral,Sewardite_0005788.Fe_15_15_A.oct.pdb,FE,O_FE_O,98.7,O5_FE_O4,UNK_UNK_UNK,18_15_45, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Szenicsite_0014535.Cu2_61_61_A.oct.pdb,CU,O_CU_O,99.22,O5_CU2_O5,UNK_UNK_UNK,14_61_7, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Ilmenite_0000925.Fe_0_0_A.oct.pdb,FE,O_FE_O,90.92,O_FE_O,UNK_UNK_UNK,18_0_4, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Skaergaardite_0011491.Cu_17_17_A.cuv.pdb,CU,PD_CU_PD,109.47,PD_CU_PD,UNK_UNK_UNK,48_17_3, _A_ ,1.0_1.0_1.0,CU1PD7
Mineral,Nissonite_0001329.Cu_0_0_A.oct.pdb,CU,O_CU_O,90.95,O-H_CU_O2,UNK_UNK_UNK,21_0_4, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Djerfisherite_0006153.Fe_51_51_A.tet.pdb,FE,S_FE_S,121.41,S4_FE_S3,UNK_UNK_UNK,52_51_135, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Jouravskite_0009362.Mn_10_10_A.irr.pdb,MN,O_MN_O,85.39,O-H4_MN_O-H4,UNK_UNK_UNK,9_10_6, _A_ ,1.0_1.0_1.0,MN1O3
Mineral,Skaergaardite_0011491.Cu_17_17_A.cuv.pdb,CU,PD_CU_PD,180.0,PD_CU_PD,UNK_UNK_UNK,48_17_5, _A_ ,1.0_1.0_1.0,CU1PD7
Mineral,Varennesite_0005463.Mn_84_84_A.oct.pdb,MN,O_MN_O,90.79,O6_MN_O6,UNK_UNK_UNK,154_84_61, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Shandite_0000051.Ni_25_25_A.tev.pdb,NI,PB_NI_S,99.87,PB1_NI_S,UNK_UNK_UNK,8_25_32, _A_ ,1.0_1.0_1.0,NI1PB2S1
Mineral,Jouravskite_0009362.Mn_10_10_A.irr.pdb,MN,O_MN_O,85.41,O-H4_MN_O-H4,UNK_UNK_UNK,3_10_6, _A_ ,1.0_1.0_1.0,MN1O3
Mineral,Tetraferroplatinum_0005247.Fe_24_24_A.cub.pdb,FE,PT_FE_PT,61.13,PT_FE_PT,UNK_UNK_UNK,46_24_1, _A_ ,1.0_1.0_1.0,FE1PT8
Mineral,Varennesite_0005463.Mn_84_84_A.oct.pdb,MN,O_MN_O,88.5,O6_MN_O8,UNK_UNK_UNK,154_84_162, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Szenicsite_0014535.Cu2_61_61_A.oct.pdb,CU,O_CU_O,99.22,O5_CU2_O5,UNK_UNK_UNK,28_61_22, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Skaergaardite_0011491.Cu_17_17_A.cuv.pdb,CU,PD_CU_PD,70.53,PD_CU_PD,UNK_UNK_UNK,48_17_49, _A_ ,1.0_1.0_1.0,CU1PD7
Mineral,Djerfisherite_0006153.Fe_51_51_A.tet.pdb,FE,S_FE_S,107.27,S4_FE_S2,UNK_UNK_UNK,52_51_32, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Ilmenite_0000925.Fe_0_0_A.oct.pdb,FE,O_FE_O,161.73,O_FE_O,UNK_UNK_UNK,18_0_2, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Shigaite_0005480.Mn_31_31_A.oct.pdb,MN,O_MN_O,170.36,O-H1_MN_O-H1,UNK_UNK_UNK,67_31_37, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Tetraferroplatinum_0005247.Fe_24_24_A.cub.pdb,FE,PT_FE_PT,88.02,PT_FE_PT,UNK_UNK_UNK,46_24_45, _A_ ,1.0_1.0_1.0,FE1PT8
Mineral,Szenicsite_0014535.Cu2_61_61_A.oct.pdb,CU,O_CU_O,84.38,O5_CU2_O3,UNK_UNK_UNK,28_61_49, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Djerfisherite_0006153.Fe_51_51_A.tet.pdb,FE,S_FE_S,107.27,S4_FE_S2,UNK_UNK_UNK,52_51_23, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Szenicsite_0014535.Cu2_61_61_A.oct.pdb,CU,O_CU_O,95.62,O5_CU2_O3,UNK_UNK_UNK,28_61_50, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Sewardite_0005788.Fe_15_15_A.oct.pdb,FE,O_FE_O,177.02,O-H6_FE_O-H7,UNK_UNK_UNK,65_15_19, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Kamiokite_0010022.Mo_10_10_A.oct.pdb,MO,O_MO_O,100.6,O4_MO_O1,UNK_UNK_UNK,19_10_4, _A_ ,1.0_1.0_1.0,MO1O6
Mineral,Tetraferroplatinum_0005247.Fe_24_24_A.cub.pdb,FE,PT_FE_PT,118.89,PT_FE_PT,UNK_UNK_UNK,46_24_41, _A_ ,1.0_1.0_1.0,FE1PT8
Mineral,Theophrastite_0011791.Ni_3_3_A.irr.pdb,NI,O_NI_O,86.22,O-H_NI_O-H,UNK_UNK_UNK,10_3_2, _A_ ,1.0_1.0_1.0,NI1O2
Mineral,Skaergaardite_0011491.Cu_17_17_A.cuv.pdb,CU,PD_CU_PD,109.47,PD_CU_PD,UNK_UNK_UNK,48_17_43, _A_ ,1.0_1.0_1.0,CU1PD7
Mineral,Ilmenite_0000925.Fe_0_0_A.oct.pdb,FE,O_FE_O,161.74,O_FE_O,UNK_UNK_UNK,16_0_15, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Szenicsite_0014535.Cu2_61_61_A.oct.pdb,CU,O_CU_O,179.98,O5_CU2_O5,UNK_UNK_UNK,28_61_7, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Lithidionite_0000464.Cu_43_43_A.pyv.pdb,CU,O_CU_O,92.6,O5_CU_O2,UNK_UNK_UNK,10_43_56, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Sewardite_0005788.Fe_15_15_A.oct.pdb,FE,O_FE_O,76.69,O-H6_FE_O2,UNK_UNK_UNK,65_15_60, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Roubaultite_0010005.Cu_39_39_A.irr.pdb,CU,O_CU_O,72.99,O7_CU_O7,UNK_UNK_UNK,46_39_8, _A_ ,1.0_1.0_1.0,CU1O2
Mineral,Varennesite_0005463.Mn_84_84_A.oct.pdb,MN,O_MN_O,173.13,O6_MN_O-H,UNK_UNK_UNK,154_84_163, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Callaghanite_0000388.Cu_47_47_A.irr.pdb,CU,O_CU_O,85.28,O1_CU_O3,UNK_UNK_UNK,51_47_30, _A_ ,1.0_1.0_1.0,CU1O3
Mineral,Shigaite_0005480.Mn_31_31_A.oct.pdb,MN,O_MN_O,73.13,O-H1_MN_O-H2,UNK_UNK_UNK,67_31_35, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Sulvanite_0000146.Cu_9_9_A.trv.pdb,CU,S_CU_S,103.85,S_CU_S,UNK_UNK_UNK,7_9_6, _A_ ,1.0_1.0_1.0,CU1S2
Mineral,Miharaite_0012478.Cu2_2_2_A.tet.pdb,CU,S_CU_S,113.96,S4_CU2_S6,UNK_UNK_UNK,36_2_38, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Varennesite_0005463.Mn_84_84_A.oct.pdb,MN,O_MN_O,95.66,O6_MN_O-H,UNK_UNK_UNK,154_84_164, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Djerfisherite_0006153.Fe_51_51_A.tet.pdb,FE,S_FE_S,107.24,S3_FE_S2,UNK_UNK_UNK,135_51_32, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Skaergaardite_0011491.Cu_17_17_A.cuv.pdb,CU,PD_CU_PD,180.0,PD_CU_PD,UNK_UNK_UNK,9_17_41, _A_ ,1.0_1.0_1.0,CU1PD7
Mineral,Ilmenite_0000925.Fe_0_0_A.oct.pdb,FE,O_FE_O,75.67,O_FE_O,UNK_UNK_UNK,16_0_4, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Szenicsite_0014535.Cu2_61_61_A.oct.pdb,CU,O_CU_O,84.39,O5_CU2_O3,UNK_UNK_UNK,22_61_49, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Miharaite_0012478.Cu2_2_2_A.tet.pdb,CU,S_CU_S,105.98,S4_CU2_S3,UNK_UNK_UNK,36_2_33, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Callaghanite_0000388.Cu_47_47_A.irr.pdb,CU,O_CU_O,84.24,O1_CU_O7,UNK_UNK_UNK,51_47_56, _A_ ,1.0_1.0_1.0,CU1O3
Mineral,Sewardite_0005788.Fe_15_15_A.oct.pdb,FE,O_FE_O,89.21,O-H6_FE_O1,UNK_UNK_UNK,65_15_55, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Skaergaardite_0011491.Cu_17_17_A.cuv.pdb,CU,PD_CU_PD,70.53,PD_CU_PD,UNK_UNK_UNK,9_17_3, _A_ ,1.0_1.0_1.0,CU1PD7
Mineral,Ilmenite_0000925.Fe_0_0_A.oct.pdb,FE,O_FE_O,75.68,O_FE_O,UNK_UNK_UNK,16_0_2, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Szenicsite_0014535.Cu2_61_61_A.oct.pdb,CU,O_CU_O,95.61,O5_CU2_O3,UNK_UNK_UNK,22_61_50, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Miharaite_0012478.Cu2_2_2_A.tet.pdb,CU,S_CU_S,113.96,S4_CU2_S6,UNK_UNK_UNK,36_2_12, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Djerfisherite_0006153.Fe_51_51_A.tet.pdb,FE,S_FE_S,107.24,S3_FE_S2,UNK_UNK_UNK,135_51_23, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Skaergaardite_0011491.Cu_17_17_A.cuv.pdb,CU,PD_CU_PD,109.47,PD_CU_PD,UNK_UNK_UNK,9_17_5, _A_ ,1.0_1.0_1.0,CU1PD7
Mineral,Varennesite_0005463.Mn_84_84_A.oct.pdb,MN,O_MN_O,89.16,O6_MN_O8,UNK_UNK_UNK,154_84_158, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Sewardite_0005788.Fe_15_15_A.oct.pdb,FE,O_FE_O,93.4,O-H6_FE_O4,UNK_UNK_UNK,65_15_45, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Djerfisherite_0006153.Fe_51_51_A.tet.pdb,FE,S_FE_S,105.36,S2_FE_S2,UNK_UNK_UNK,32_51_23, _A_ ,1.0_1.0_1.0,FE1S4
Mineral,Skaergaardite_0011491.Cu_17_17_A.cuv.pdb,CU,PD_CU_PD,109.47,PD_CU_PD,UNK_UNK_UNK,9_17_49, _A_ ,1.0_1.0_1.0,CU1PD7
Mineral,Szenicsite_0014535.Cu2_61_61_A.oct.pdb,CU,O_CU_O,80.76,O5_CU2_O5,UNK_UNK_UNK,22_61_7, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Varennesite_0005463.Mn_84_84_A.oct.pdb,MN,O_MN_O,89.16,O6_MN_O8,UNK_UNK_UNK,61_84_162, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Miharaite_0012478.Cu2_2_2_A.tet.pdb,CU,S_CU_S,106.46,S6_CU2_S3,UNK_UNK_UNK,38_2_33, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Lithidionite_0000464.Cu_43_43_A.pyv.pdb,CU,O_CU_O,96.0,O5_CU_O1,UNK_UNK_UNK,10_43_50, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Callaghanite_0000388.Cu_47_47_A.irr.pdb,CU,O_CU_O,80.14,O3_CU_O7,UNK_UNK_UNK,30_47_56, _A_ ,1.0_1.0_1.0,CU1O3
Mineral,Ilmenite_0000925.Fe_0_0_A.oct.pdb,FE,O_FE_O,89.15,O_FE_O,UNK_UNK_UNK,15_0_4, _A_ ,1.0_1.0_1.0,FE1O6
