Type,PDB,Metal,Angle,Degrees,atomNames,resNames,resNums,chains,occs,Environment
Mineral,Radovanite_0012037.Cu_11_11_A.spy.pdb,CU,O_CU_O,91.61,O3_CU_O-H4,UNK_UNK_UNK,27_11_15, _A_ ,1.0_1.0_1.0,CU1O5
Mineral,Gladite_0006075.Cu_0_0_A.tet.pdb,CU,S_CU_S,109.83,S12_CU_S21,UNK_UNK_UNK,2_0_1, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,88.56,O-H2_FE_O2S,UNK_UNK_UNK,29_10_36, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Bornite_0003822.Fe_41_41_A.trv.pdb,FE,S_FE_S,109.49,S_FE_S,UNK_UNK_UNK,8_41_48, _A_ ,1.0_1.0_1.0,FE1S2
Mineral,Volborthite_0018666.V_12_12_A.tet.pdb,V,O_V_O,109.79,O2_V_O1,UNK_UNK_UNK,24_12_27, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Hyttsjoite_0001799.Mn_142_142_A.oct.pdb,MN,O_MN_O,102.39,O2_MN_O14,UNK_UNK_UNK,278_142_309, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Strontio-orthojoaquinite_0014113.Fe_41_41_A.irr.pdb,FE,O_FE_O,144.46,O-H7_FE_O18,UNK_UNK_UNK,161_41_129, _A_ ,1.0_1.0_1.0,FE1O5
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,91.98,O-H2_FE_O-H1,UNK_UNK_UNK,29_10_22, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,88.65,O_CO_O,UNK_UNK_UNK,9_4_5, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Hyttsjoite_0001799.Mn_142_142_A.oct.pdb,MN,O_MN_O,168.95,O2_MN_O14,UNK_UNK_UNK,278_142_86, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,168.97,O2_V_O3,UNK_UNK_UNK,17_0_15, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Murdochite_0009907.Cu_24_24_A.irr.pdb,CU,O_CU_O,88.65,O_CU_O,UNK_UNK_UNK,14_24_11, _A_ ,1.0_1.0_1.0,CU1O2
Mineral,Joteite_0019980.Cu_2_2_A.spl.pdb,CU,O_CU_O,93.97,O-H_CU_O2,UNK_UNK_UNK,14_2_42, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Hyttsjoite_0001799.Mn_142_142_A.oct.pdb,MN,O_MN_O,88.52,O2_MN_O2,UNK_UNK_UNK,278_142_81, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Raspite_0009580.W_1_1_A.oct.pdb,W,O_W_O,85.23,O2_W_O1,UNK_UNK_UNK,13_1_20, _A_ ,1.0_1.0_1.0,W1O6
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,89.96,O-H2_FE_O-H2,UNK_UNK_UNK,29_10_33, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Radovanite_0012037.Cu_11_11_A.spy.pdb,CU,O_CU_O,175.04,O3_CU_O7,UNK_UNK_UNK,27_11_9, _A_ ,1.0_1.0_1.0,CU1O5
Mineral,Volborthite_0018666.V_12_12_A.tet.pdb,V,O_V_O,109.03,O2_V_O3,UNK_UNK_UNK,24_12_13, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Strontio-orthojoaquinite_0014113.Fe_41_41_A.irr.pdb,FE,O_FE_O,70.87,O-H7_FE_O11,UNK_UNK_UNK,161_41_24, _A_ ,1.0_1.0_1.0,FE1O5
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,90.39,O2_V_O3,UNK_UNK_UNK,17_0_2, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Vaesite_0010990.Ni_12_12_A.trv.pdb,NI,S_NI_S,93.56,S_NI_S,UNK_UNK_UNK,1_12_3, _A_ ,1.0_1.0_1.0,NI1S2
Mineral,Turanite_0005935.Cu1_0_0_A.oct.pdb,CU,O_CU_O,102.56,O2_CU1_O5,UNK_UNK_UNK,16_0_7, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Strontio-orthojoaquinite_0014113.Fe_41_41_A.irr.pdb,FE,O_FE_O,90.52,O18_FE_O11,UNK_UNK_UNK,129_41_24, _A_ ,1.0_1.0_1.0,FE1O5
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,179.98,O_CO_O,UNK_UNK_UNK,9_4_6, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Joteite_0019980.Cu_2_2_A.spl.pdb,CU,O_CU_O,174.01,O-H_CU_O-H,UNK_UNK_UNK,14_2_13, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Volborthite_0018666.V_12_12_A.tet.pdb,V,O_V_O,105.99,O2_V_O2,UNK_UNK_UNK,24_12_9, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Radovanite_0012037.Cu_11_11_A.spy.pdb,CU,O_CU_O,95.92,O5_CU_O-H4,UNK_UNK_UNK,30_11_15, _A_ ,1.0_1.0_1.0,CU1O5
Mineral,Campigliaite_0000866.Cu3_2_2_A.oct.pdb,CU,O_CU_O,88.58,O8_CU3_O3,UNK_UNK_UNK,13_2_8, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,174.99,O-H2_FE_O-H1,UNK_UNK_UNK,29_10_1, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Belloite_0011830.Cu_0_0_A.oct.pdb,CU,O_CU_CL,82.1,O-H_CU_CL,UNK_UNK_UNK,1_0_9, _A_ ,1.0_1.0_1.0,CU1CL3O3
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,96.0,O3_V_O3,UNK_UNK_UNK,16_0_15, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,88.65,O_CO_O,UNK_UNK_UNK,9_4_7, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Hyttsjoite_0001799.Mn_142_142_A.oct.pdb,MN,O_MN_O,88.49,O2_MN_O2,UNK_UNK_UNK,278_142_281, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Raspite_0009580.W_1_1_A.oct.pdb,W,O_W_O,166.9,O2_W_O4,UNK_UNK_UNK,13_1_4, _A_ ,1.0_1.0_1.0,W1O6
Mineral,Radovanite_0012037.Cu_11_11_A.spy.pdb,CU,O_CU_O,80.2,O5_CU_O7,UNK_UNK_UNK,30_11_9, _A_ ,1.0_1.0_1.0,CU1O5
Mineral,Raspite_0009580.W_1_1_A.oct.pdb,W,O_W_O,73.16,O2_W_O2,UNK_UNK_UNK,13_1_2, _A_ ,1.0_1.0_1.0,W1O6
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,78.58,O3_V_O3,UNK_UNK_UNK,16_0_2, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Roeblingite_0000963.Mn_46_46_A.irr.pdb,MN,O_MN_O,83.22,O5_MN_O5,UNK_UNK_UNK,73_46_75, _A_ ,1.0_1.0_1.0,MN1O3
Mineral,Volborthite_0018666.V_12_12_A.tet.pdb,V,O_V_O,112.96,O1_V_O3,UNK_UNK_UNK,27_12_13, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Radovanite_0012037.Cu_11_11_A.spy.pdb,CU,O_CU_O,92.56,O-H4_CU_O7,UNK_UNK_UNK,15_11_9, _A_ ,1.0_1.0_1.0,CU1O5
Mineral,Belloite_0011830.Cu_0_0_A.oct.pdb,CU,O_CU_CL,90.35,O-H_CU_CL,UNK_UNK_UNK,1_0_8, _A_ ,1.0_1.0_1.0,CU1CL3O3
Mineral,Belloite_0011830.Cu_0_0_A.oct.pdb,CU,O_CU_O,99.19,O-H_CU_O-H,UNK_UNK_UNK,1_0_6, _A_ ,1.0_1.0_1.0,CU1CL3O3
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,180.0,O_CO_O,UNK_UNK_UNK,8_4_5, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Pyrophanite_0007448.Mn_19_19_A.irr.pdb,MN,O_MN_O,73.3,O_MN_O,UNK_UNK_UNK,11_19_13, _A_ ,1.0_1.0_1.0,MN1O3
Mineral,Campigliaite_0000866.Cu3_2_2_A.oct.pdb,CU,O_CU_O,106.66,O8_CU3_O7,UNK_UNK_UNK,13_2_12, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Shandite_0000051.Ni_4_4_A.oct.pdb,NI,S_NI_PB,90.0,S_NI_PB2,UNK_UNK_UNK,31_4_12, _A_ ,1.0_1.0_1.0,NI1PB4S2
Mineral,Raspite_0009580.W_1_1_A.oct.pdb,W,O_W_O,100.08,O3_W_O1,UNK_UNK_UNK,3_1_18, _A_ ,1.0_1.0_1.0,W1O6
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,88.65,O_CO_O,UNK_UNK_UNK,8_4_6, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,91.34,O_CO_O,UNK_UNK_UNK,8_4_7, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Roeblingite_0000963.Mn_46_46_A.irr.pdb,MN,O_MN_O,85.37,O5_MN_O2,UNK_UNK_UNK,73_46_29, _A_ ,1.0_1.0_1.0,MN1O3
Mineral,Raspite_0009580.W_1_1_A.oct.pdb,W,O_W_O,175.02,O3_W_O1,UNK_UNK_UNK,3_1_20, _A_ ,1.0_1.0_1.0,W1O6
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,96.06,O2S_FE_O-H1,UNK_UNK_UNK,36_10_22, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Campigliaite_0000866.Cu3_2_2_A.oct.pdb,CU,O_CU_O,170.04,O8_CU3_O1,UNK_UNK_UNK,13_2_6, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Joteite_0019980.Cu_2_2_A.spl.pdb,CU,O_CU_O,86.08,O-H_CU_O1,UNK_UNK_UNK,14_2_5, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Shandite_0000051.Ni_4_4_A.oct.pdb,NI,S_NI_PB,90.0,S_NI_PB2,UNK_UNK_UNK,31_4_11, _A_ ,1.0_1.0_1.0,NI1PB4S2
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,91.35,O_CO_O,UNK_UNK_UNK,5_4_6, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Hyttsjoite_0001799.Mn_142_142_A.oct.pdb,MN,O_MN_O,89.9,O2_MN_O14,UNK_UNK_UNK,278_142_312, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Pyrophanite_0007448.Mn_19_19_A.irr.pdb,MN,O_MN_O,73.28,O_MN_O,UNK_UNK_UNK,11_19_15, _A_ ,1.0_1.0_1.0,MN1O3
Mineral,Campigliaite_0000866.Cu3_2_2_A.oct.pdb,CU,O_CU_O,70.07,O8_CU3_O2,UNK_UNK_UNK,13_2_7, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Campigliaite_0000866.Cu3_2_2_A.oct.pdb,CU,O_CU_O,77.52,O8_CU3_O5,UNK_UNK_UNK,13_2_10, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,88.66,O_CO_O,UNK_UNK_UNK,5_4_7, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Nisnite_0018385.Ni_34_34_A.irr.pdb,NI,SN_NI_SN,90.02,SN_NI_SN,UNK_UNK_UNK,1_34_43, _A_ ,1.0_1.0_1.0,NI1SN2
Mineral,Scorodite_0018660.Fe_0_0_A.oct.pdb,FE,O_FE_O,84.65,OW2_FE_O4,UNK_UNK_UNK,9_0_17, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Volborthite_0018666.V_12_12_A.tet.pdb,V,O_V_O,109.79,O1_V_O2,UNK_UNK_UNK,27_12_9, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Belloite_0011830.Cu_0_0_A.oct.pdb,CU,O_CU_O,166.36,O-H_CU_O-H,UNK_UNK_UNK,1_0_7, _A_ ,1.0_1.0_1.0,CU1CL3O3
Mineral,Belloite_0011830.Cu_0_0_A.oct.pdb,CU,O_CU_CL,83.26,O-H_CU_CL,UNK_UNK_UNK,1_0_2, _A_ ,1.0_1.0_1.0,CU1CL3O3
Mineral,Pyrophanite_0007448.Mn_19_19_A.irr.pdb,MN,O_MN_O,73.28,O_MN_O,UNK_UNK_UNK,13_19_15, _A_ ,1.0_1.0_1.0,MN1O3
Mineral,Haggite_0000094.V_0_0_A.oct.pdb,V,O_V_O,78.58,O3_V_O3,UNK_UNK_UNK,15_0_2, _A_ ,1.0_1.0_1.0,V1O6
Mineral,Shandite_0000051.Ni_4_4_A.oct.pdb,NI,S_NI_PB,99.84,S_NI_PB1,UNK_UNK_UNK,31_4_7, _A_ ,1.0_1.0_1.0,NI1PB4S2
Mineral,Scorodite_0018660.Fe_0_0_A.oct.pdb,FE,O_FE_O,170.28,OW2_FE_O2,UNK_UNK_UNK,9_0_16, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Harstigite_0010962.Mn_83_83_A.irr.pdb,MN,O_MN_O,70.65,O6_MN_O6,UNK_UNK_UNK,14_83_67, _A_ ,1.0_1.0_1.0,MN1BE1O2
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,88.59,O2S_FE_O-H2,UNK_UNK_UNK,36_10_33, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Campigliaite_0000866.Cu3_2_2_A.oct.pdb,CU,O_CU_O,89.73,O3_CU3_O7,UNK_UNK_UNK,8_2_12, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Scorodite_0018660.Fe_0_0_A.oct.pdb,FE,O_FE_O,82.23,OW2_FE_OW1,UNK_UNK_UNK,9_0_6, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Joteite_0019980.Cu_2_2_A.spl.pdb,CU,O_CU_O,85.39,O2_CU_O-H,UNK_UNK_UNK,42_2_13, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Belloite_0011830.Cu_0_0_A.oct.pdb,CU,CL_CU_CL,94.87,CL_CU_CL,UNK_UNK_UNK,9_0_8, _A_ ,1.0_1.0_1.0,CU1CL3O3
Mineral,Roeblingite_0000963.Mn_46_46_A.irr.pdb,MN,O_MN_O,85.37,O5_MN_O2,UNK_UNK_UNK,75_46_29, _A_ ,1.0_1.0_1.0,MN1O3
Mineral,Shandite_0000051.Ni_4_4_A.oct.pdb,NI,S_NI_PB,80.16,S_NI_PB1,UNK_UNK_UNK,31_4_0, _A_ ,1.0_1.0_1.0,NI1PB4S2
Mineral,Hyttsjoite_0001799.Mn_142_142_A.oct.pdb,MN,O_MN_O,79.8,O14_MN_O14,UNK_UNK_UNK,309_142_86, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Raspite_0009580.W_1_1_A.oct.pdb,W,O_W_O,93.26,O3_W_O4,UNK_UNK_UNK,3_1_4, _A_ ,1.0_1.0_1.0,W1O6
Mineral,Harstigite_0010962.Mn_83_83_A.irr.pdb,MN,O_MN_BE,37.98,O6_MN_BE2,UNK_UNK_UNK,14_83_3, _A_ ,1.0_1.0_1.0,MN1BE1O2
Mineral,Joteite_0019980.Cu_2_2_A.spl.pdb,CU,O_CU_O,177.15,O2_CU_O1,UNK_UNK_UNK,42_2_5, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Shandite_0000051.Ni_4_4_A.oct.pdb,NI,S_NI_S,180.0,S_NI_S,UNK_UNK_UNK,31_4_5, _A_ ,1.0_1.0_1.0,NI1PB4S2
Mineral,Spherocobaltite_0000104.Co_4_4_A.oct.pdb,CO,O_CO_O,91.33,O_CO_O,UNK_UNK_UNK,6_4_7, _A_ ,1.0_1.0_1.0,CO1O6
Mineral,Volborthite_0018666.V_12_12_A.tet.pdb,V,O_V_O,109.03,O3_V_O2,UNK_UNK_UNK,13_12_9, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Raspite_0009580.W_1_1_A.oct.pdb,W,O_W_O,101.58,O3_W_O2,UNK_UNK_UNK,3_1_2, _A_ ,1.0_1.0_1.0,W1O6
Mineral,Harstigite_0010962.Mn_83_83_A.irr.pdb,MN,O_MN_BE,37.96,O6_MN_BE2,UNK_UNK_UNK,67_83_3, _A_ ,1.0_1.0_1.0,MN1BE1O2
Mineral,Joteite_0019980.Cu_2_2_A.spl.pdb,CU,O_CU_O,94.27,O-H_CU_O1,UNK_UNK_UNK,13_2_5, _A_ ,1.0_1.0_1.0,CU1O4
Mineral,Scorodite_0018660.Fe_0_0_A.oct.pdb,FE,O_FE_O,95.72,OW2_FE_O3,UNK_UNK_UNK,9_0_4, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Blossite_0001075.V_7_7_A.tet.pdb,V,O_V_O,111.31,O2_V_O3,UNK_UNK_UNK,9_7_10, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Carminite_0014520.Fe_40_40_A.irr.pdb,FE,O_FE_O,76.05,O2_FE_O-H6,UNK_UNK_UNK,59_40_29, _A_ ,1.0_1.0_1.0,FE1O2
Mineral,Belloite_0011830.Cu_0_0_A.oct.pdb,CU,CL_CU_O,101.15,CL_CU_O-H,UNK_UNK_UNK,9_0_6, _A_ ,1.0_1.0_1.0,CU1CL3O3
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,96.1,O2S_FE_O-H1,UNK_UNK_UNK,36_10_1, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Hyttsjoite_0001799.Mn_142_142_A.oct.pdb,MN,O_MN_O,89.93,O14_MN_O2,UNK_UNK_UNK,309_142_81, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Campigliaite_0000866.Cu3_2_2_A.oct.pdb,CU,O_CU_O,91.13,O3_CU3_O1,UNK_UNK_UNK,8_2_6, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Shandite_0000051.Ni_4_4_A.oct.pdb,NI,PB_NI_PB,180.0,PB2_NI_PB2,UNK_UNK_UNK,12_4_11, _A_ ,1.0_1.0_1.0,NI1PB4S2
Mineral,Groutite_0013941.Mn_0_0_A.oct.pdb,MN,O_MN_O,78.21,O2_MN_O2,UNK_UNK_UNK,1_0_9, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Scorodite_0018660.Fe_0_0_A.oct.pdb,FE,O_FE_O,96.61,OW2_FE_O1,UNK_UNK_UNK,9_0_15, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Blossite_0001075.V_7_7_A.tet.pdb,V,O_V_O,112.28,O2_V_O1,UNK_UNK_UNK,9_7_8, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,175.0,O-H1_FE_O-H2,UNK_UNK_UNK,22_10_33, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Groutite_0013941.Mn_0_0_A.oct.pdb,MN,O_MN_O,94.71,O2_MN_O1,UNK_UNK_UNK,1_0_3, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Belloite_0011830.Cu_0_0_A.oct.pdb,CU,CL_CU_O,84.28,CL_CU_O-H,UNK_UNK_UNK,9_0_7, _A_ ,1.0_1.0_1.0,CU1CL3O3
Mineral,Heterogenite_0014459.Co_5_5_A.irr.pdb,CO,O_CO_O,82.69,O_CO_O,UNK_UNK_UNK,16_5_13, _A_ ,1.0_1.0_1.0,CO1O2
Mineral,Groutite_0013941.Mn_0_0_A.oct.pdb,MN,O_MN_O,164.63,O2_MN_O1,UNK_UNK_UNK,1_0_12, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Scorodite_0018660.Fe_0_0_A.oct.pdb,FE,O_FE_O,91.55,O4_FE_O2,UNK_UNK_UNK,17_0_16, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Shandite_0000051.Ni_4_4_A.oct.pdb,NI,PB_NI_PB,90.0,PB2_NI_PB1,UNK_UNK_UNK,12_4_7, _A_ ,1.0_1.0_1.0,NI1PB4S2
Mineral,Blossite_0001075.V_7_7_A.tet.pdb,V,O_V_O,106.16,O2_V_O4,UNK_UNK_UNK,9_7_5, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Ferrotychite_0012463.Fe_10_10_A.oct.pdb,FE,O_FE_O,179.98,O2_FE_O2,UNK_UNK_UNK,72_10_54, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Campigliaite_0000866.Cu3_2_2_A.oct.pdb,CU,O_CU_O,80.02,O3_CU3_O2,UNK_UNK_UNK,8_2_7, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Raspite_0009580.W_1_1_A.oct.pdb,W,O_W_O,75.11,O1_W_O1,UNK_UNK_UNK,18_1_20, _A_ ,1.0_1.0_1.0,W1O6
Mineral,Blossite_0001075.V_7_7_A.tet.pdb,V,O_V_O,112.33,O3_V_O1,UNK_UNK_UNK,10_7_8, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Campigliaite_0000866.Cu3_2_2_A.oct.pdb,CU,O_CU_O,155.8,O3_CU3_O5,UNK_UNK_UNK,8_2_10, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Stannite_0010546.Cu_4_4_A.tet.pdb,CU,S_CU_S,113.49,S_CU_S,UNK_UNK_UNK,7_4_18, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Groutite_0013941.Mn_0_0_A.oct.pdb,MN,O_MN_O,94.71,O2_MN_O1,UNK_UNK_UNK,1_0_11, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,85.71,O-H1_FE_O-H1,UNK_UNK_UNK,22_10_1, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Raspite_0009580.W_1_1_A.oct.pdb,W,O_W_O,105.47,O1_W_O4,UNK_UNK_UNK,18_1_4, _A_ ,1.0_1.0_1.0,W1O6
Mineral,Blossite_0001075.V_7_7_A.tet.pdb,V,O_V_O,106.34,O3_V_O4,UNK_UNK_UNK,10_7_5, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Scorodite_0018660.Fe_0_0_A.oct.pdb,FE,O_FE_O,96.18,O4_FE_OW1,UNK_UNK_UNK,17_0_6, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Shandite_0000051.Ni_4_4_A.oct.pdb,NI,PB_NI_PB,90.0,PB2_NI_PB1,UNK_UNK_UNK,12_4_0, _A_ ,1.0_1.0_1.0,NI1PB4S2
Mineral,Hyttsjoite_0001799.Mn_142_142_A.oct.pdb,MN,O_MN_O,168.97,O14_MN_O2,UNK_UNK_UNK,309_142_281, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Corkite_0014810.Fe_10_10_A.oct.pdb,FE,O_FE_O,91.99,O-H2_FE_O-H1,UNK_UNK_UNK,33_10_1, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Stannite_0010546.Cu_4_4_A.tet.pdb,CU,S_CU_S,107.49,S_CU_S,UNK_UNK_UNK,7_4_13, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Ferberite_0000231.Fe_1_1_A.oct.pdb,FE,O_FE_O,88.53,O2_FE_O1,UNK_UNK_UNK,19_1_14, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Tienshanite_0005580.Mn_858_858_A.irr.pdb,MN,O_MN_O,142.06,O8_MN_O8,UNK_UNK_UNK,355_858_1070, _A_ ,1.0_1.0_1.0,MN1O4
Mineral,Campigliaite_0000866.Cu3_2_2_A.oct.pdb,CU,O_CU_O,83.3,O7_CU3_O1,UNK_UNK_UNK,12_2_6, _A_ ,1.0_1.0_1.0,CU1O6
Mineral,Blossite_0001075.V_7_7_A.tet.pdb,V,O_V_O,107.99,O1_V_O4,UNK_UNK_UNK,8_7_5, _A_ ,1.0_1.0_1.0,V1O4
Mineral,Stannite_0010546.Cu_4_4_A.tet.pdb,CU,S_CU_S,107.49,S_CU_S,UNK_UNK_UNK,7_4_5, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Ferrotychite_0012463.Fe_10_10_A.oct.pdb,FE,O_FE_O,95.01,O2_FE_O2,UNK_UNK_UNK,72_10_20, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Hyttsjoite_0001799.Mn_142_142_A.oct.pdb,MN,O_MN_O,79.79,O14_MN_O14,UNK_UNK_UNK,309_142_312, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Tienshanite_0005580.Mn_858_858_A.irr.pdb,MN,O_MN_O,79.33,O8_MN_O8,UNK_UNK_UNK,355_858_1072, _A_ ,1.0_1.0_1.0,MN1O4
Mineral,Scorodite_0018660.Fe_0_0_A.oct.pdb,FE,O_FE_O,179.63,O4_FE_O3,UNK_UNK_UNK,17_0_4, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Shandite_0000051.Ni_4_4_A.oct.pdb,NI,PB_NI_S,90.0,PB2_NI_S,UNK_UNK_UNK,12_4_5, _A_ ,1.0_1.0_1.0,NI1PB4S2
Mineral,Hyttsjoite_0001799.Mn_142_142_A.oct.pdb,MN,O_MN_O,102.36,O14_MN_O2,UNK_UNK_UNK,86_142_81, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Ferberite_0000231.Fe_1_1_A.oct.pdb,FE,O_FE_O,78.67,O2_FE_O2,UNK_UNK_UNK,19_1_17, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Ferberite_0000231.Fe_1_1_A.oct.pdb,FE,O_FE_O,82.99,O2_FE_O2,UNK_UNK_UNK,19_1_18, _A_ ,1.0_1.0_1.0,FE1O6
Mineral,Stannite_0010546.Cu_4_4_A.tet.pdb,CU,S_CU_S,107.49,S_CU_S,UNK_UNK_UNK,18_4_13, _A_ ,1.0_1.0_1.0,CU1S4
Mineral,Kolicite_0000783.Mn3_2_2_A.oct.pdb,MN,O_MN_O,91.25,O4_MN3_O-H2,UNK_UNK_UNK,78_2_12, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Raspite_0009580.W_1_1_A.oct.pdb,W,O_W_O,148.73,O1_W_O2,UNK_UNK_UNK,18_1_2, _A_ ,1.0_1.0_1.0,W1O6
Mineral,Belloite_0011830.Cu_0_0_A.oct.pdb,CU,CL_CU_CL,165.11,CL_CU_CL,UNK_UNK_UNK,9_0_2, _A_ ,1.0_1.0_1.0,CU1CL3O3
Mineral,Groutite_0013941.Mn_0_0_A.oct.pdb,MN,O_MN_O,78.21,O2_MN_O2,UNK_UNK_UNK,1_0_10, _A_ ,1.0_1.0_1.0,MN1O6
Mineral,Tienshanite_0005580.Mn_858_858_A.irr.pdb,MN,O_MN_O,88.63,O8_MN_O8,UNK_UNK_UNK,355_858_282, _A_ ,1.0_1.0_1.0,MN1O4
Mineral,Tienshanite_0005580.Mn_858_858_A.irr.pdb,MN,O_MN_O,88.63,O8_MN_O8,UNK_UNK_UNK,1070_858_1072, _A_ ,1.0_1.0_1.0,MN1O4
Mineral,Tienshanite_0005580.Mn_858_858_A.irr.pdb,MN,O_MN_O,79.07,O8_MN_O8,UNK_UNK_UNK,1070_858_282, _A_ ,1.0_1.0_1.0,MN1O4
