envComp,gRMSD,valence,type,mineral,amcsdID,atomName,resNum,atomNum,chain,geo,pdb_Min,pdb_Pro
FE1S4,0.22,2.71,Protein,nan,nan,FE,603,17788,B,tet,nan,5bys
FE1N1O5,0.44,0.52,Protein,nan,nan,FE,320,4589,B,oct,nan,2r2f
FE1N3O2,0.55,0.90,Protein,nan,nan,FE,858,6811,A,tbp,nan,1no3
MN1N2O4,0.50,2.04,Protein,nan,nan,MN,401,4778,B,oct,nan,4mov
FE1N5O1,0.07,3.83,Protein,nan,nan,FE,296,2440,A,oct,nan,3m2a
FE1N6,0.08,2.80,Protein,nan,nan,FE,806,66425,L,oct,nan,4rkm
FE1S4,0.20,2.84,Protein,nan,nan,FE,87,627,A,tet,nan,1b0y
CU1N2S2,0.65,0.83,Protein,nan,nan,CU,501,3670,A,tet,nan,2yqb
MN1N1O3,0.69,0.68,Protein,nan,nan,MN,504,7187,C,pyv,nan,1hqx
FE1S4,0.40,2.34,Protein,nan,nan,FE,302,24601,B,tet,nan,2wdr
FE1S4,0.32,2.69,Protein,nan,nan,FE,602,4324,A,tet,nan,3vkt
FE1N6,0.10,2.88,Protein,nan,nan,FE,109,1795,B,oct,nan,2cth
CU1N1S3,0.47,0.60,Protein,nan,nan,CU,802,6082,B,tet,nan,3qjt
FE1N4S1,0.18,2.82,Protein,nan,nan,FE,601,45207,B,spy,nan,4dvq
MN1C1N1O5,nan,0.00,Protein,nan,nan,MN,4268,12534,D,irr,nan,1jku
MO1N1O2S3,0.38,3.38,Protein,nan,nan,MO,3496,23804,C,oct,nan,1g20
FE1S4,0.31,3.11,Protein,nan,nan,FE,290,4379,A,tet,nan,1xd8
MN1N1O3S1,0.28,2.09,Protein,nan,nan,MN,1350,10157,A,tbp,nan,4uma
CU1N3O1,0.57,0.65,Protein,nan,nan,CU,603,17807,B,tet,nan,3pps
CU1N3O1,0.43,0.45,Protein,nan,nan,CU,1002,9750,B,pyv,nan,2cwu
MN1C1N1O5,0.78,0.00,Protein,nan,nan,MN,1052,27687,F,coc,nan,2d3a
FE1S4,0.25,2.99,Protein,nan,nan,FE,502,16274,A,tet,nan,5bvg
FE1C1N1O4,nan,1.18,Protein,nan,nan,FE,204,5274,B,irr,nan,4toh
FE1N3O1,0.35,0.92,Protein,nan,nan,FE,999,12557,E,bva,nan,1gn2
FE1N5S1,0.07,3.70,Protein,nan,nan,FE,200,5639,A,oct,nan,1m6z
CU1N3O2,nan,0.82,Protein,nan,nan,CU,603,8966,A,irr,nan,2ih8
FE1S4,0.24,2.89,Protein,nan,nan,FE,803,15804,B,tet,nan,3ir5
FE1C1N3O1,nan,0.47,Protein,nan,nan,FE,502,6707,B,irr,nan,2i9u
FE1C1S3,0.40,2.60,Protein,nan,nan,FE,502,16349,C,tet,nan,5bvg
FE1S3,0.66,4.09,Protein,nan,nan,FE,402,5379,B,tev,nan,2fb3
CU1N1S3,0.66,0.68,Protein,nan,nan,CU,802,6078,B,bva,nan,3s39
CU1N2O1,0.21,0.46,Protein,nan,nan,CU,504,11392,C,spv,nan,3t6v
NI1N2O4,0.45,3.83,Protein,nan,nan,NI,501,5619,A,oct,nan,2q8e
MN1N1O3S1,nan,1.91,Protein,nan,nan,MN,351,10481,B,irr,nan,1n8f
MN1C1O4,nan,0.00,Protein,nan,nan,MN,266,4066,A,irr,nan,2gu7
FE1C1N2O4,0.74,1.40,Protein,nan,nan,FE,3008,4575,B,coc,nan,2v27
FE1N5S1,0.09,3.58,Protein,nan,nan,FE,1002,7115,A,oct,nan,1jmx
FE1S4,0.21,2.04,Protein,nan,nan,FE,502,17882,C,tet,nan,3gkq
FE1N2O2,0.39,0.82,Protein,nan,nan,FE,208,5332,G,bvp,nan,3u9m
FE1S4,0.81,4.82,Protein,nan,nan,FE,303,16712,B,tet,nan,4kx6
FE1S4,0.36,2.05,Protein,nan,nan,FE,803,14492,A,tet,nan,3or1
FE1N6,0.07,3.74,Protein,nan,nan,FE,501,6079,B,oct,nan,4u74
MN1N1O2,nan,0.43,Protein,nan,nan,MN,6041,86009,U,irr,nan,2glj
FE1C1N2O3,nan,1.12,Protein,nan,nan,FE,1461,59125,C,irr,nan,2xrx
FE1N4S2,0.26,1.98,Protein,nan,nan,FE,201,15338,J,oct,nan,5d8q
MN1N2,0.55,0.18,Protein,nan,nan,MN,1341,14475,A,trv,nan,2wym
FE1N6,0.07,2.89,Protein,nan,nan,FE,1005,13859,A,oct,nan,3mmo
FE1N4O1S1,0.19,2.80,Protein,nan,nan,FE,401,2869,A,oct,nan,4tvf
MN1N1O4,0.39,0.94,Protein,nan,nan,MN,600,1714,A,spy,nan,1sbd
FE1N5O1,0.12,3.63,Protein,nan,nan,FE,300,3487,A,oct,nan,1oyl
CU1O1S3,0.25,0.31,Protein,nan,nan,CU,76,871,A,tet,nan,3n7d
MN1C1N2O1,nan,0.00,Protein,nan,nan,MN,201,1168,A,irr,nan,1knk
FE1S4,0.28,2.71,Protein,nan,nan,FE,1265,18480,A,tet,nan,4uew
FE1N2O4,0.27,1.02,Protein,nan,nan,FE,500,12018,B,oct,nan,3ecj
CU1N3,nan,0.33,Protein,nan,nan,CU,155,13329,C,irr,nan,3kh3
FE1CL1N5,0.23,2.75,Protein,nan,nan,FE,153,1257,A,oct,nan,3arl
FE1N1S3,0.55,2.25,Protein,nan,nan,FE,498,15845,C,tet,nan,2min
FE1C1N2O3,0.58,1.67,Protein,nan,nan,FE,600,20551,R,oct,nan,3pcl
FE1N4S1,0.43,2.23,Protein,nan,nan,FE,600,7575,A,spy,nan,2rch
FE1N5O1,0.46,3.11,Protein,nan,nan,FE,1318,4651,A,oct,nan,4usc
FE1N1S3,0.30,2.99,Protein,nan,nan,FE,8496,32300,E,tet,nan,1m1n
FE1N1S3,0.21,2.29,Protein,nan,nan,FE,401,13874,T,tet,nan,3use
FE1N4S1,0.43,2.25,Protein,nan,nan,FE,750,6793,B,spy,nan,3jx4
MN1N3O3,0.42,1.76,Protein,nan,nan,MN,501,5654,B,oct,nan,5a7n
FE1N2S2,0.38,1.71,Protein,nan,nan,FE,502,11780,C,tet,nan,4nb9
FE1S4,0.44,2.68,Protein,nan,nan,FE,1000,39398,J,tet,nan,3gyx
FE1N5,0.13,2.23,Protein,nan,nan,FE,201,13410,F,spy,nan,4n7o
FE1N5,0.10,2.05,Protein,nan,nan,FE,402,13345,B,spy,nan,4y5r
CU1N2S1,0.49,0.77,Protein,nan,nan,CU,501,11381,C,tri,nan,3t6x
MN1N1O6,0.65,1.95,Protein,nan,nan,MN,501,9437,B,coc,nan,4pgl
FE1S4,0.26,4.08,Protein,nan,nan,FE,3110,12806,D,tet,nan,2fje
FE1N2O4,0.43,0.91,Protein,nan,nan,FE,299,3891,A,oct,nan,3r1j
MN1N1O5,0.41,1.83,Protein,nan,nan,MN,507,13218,D,oct,nan,3m0v
FE1N2O3,0.51,1.11,Protein,nan,nan,FE,500,2247,A,spy,nan,1eil
FE1S4,0.29,2.64,Protein,nan,nan,FE,3498,20440,C,tet,nan,2afh
FE1S4,0.25,2.67,Protein,nan,nan,FE,401,13578,S,tet,nan,5a4f
FE1N6,0.11,2.33,Protein,nan,nan,FE,302,16223,C,oct,nan,4h13
FE1N5O2,0.75,3.86,Protein,nan,nan,FE,1004,8818,B,coc,nan,3sce
FE1N5O1,0.31,3.75,Protein,nan,nan,FE,296,2348,A,oct,nan,1bem
MN1O3,nan,0.80,Protein,nan,nan,MN,452,6842,B,irr,nan,3tal
MN1C2N1O6,nan,0.00,Protein,nan,nan,MN,1150,2241,A,irr,nan,2f5f
FE1C1N5,0.21,3.66,Protein,nan,nan,FE,154,1231,A,oct,nan,2mgf
FE1N1O3,0.84,0.49,Protein,nan,nan,FE,301,11664,F,spl,nan,3wsd
FE1N5,0.51,2.19,Protein,nan,nan,FE,147,4514,D,spy,nan,1y7d
FE1C1N6,0.62,2.77,Protein,nan,nan,FE,808,63957,D,coc,nan,4rkm
FE1N2S2,0.42,1.74,Protein,nan,nan,FE,502,11740,A,tet,nan,4nbf
FE1N2O4,0.34,1.64,Protein,nan,nan,FE,401,11973,D,oct,nan,4z6q
NI1CL1N1S2,0.86,1.59,Protein,nan,nan,NI,299,2635,B,spl,nan,2ggt
CU1C1N1O1,nan,0.68,Protein,nan,nan,CU,251,3519,C,irr,nan,2aqq
FE1N3O2,0.32,1.26,Protein,nan,nan,FE,501,6046,B,tbp,nan,2puz
FE1N5S1,0.19,3.55,Protein,nan,nan,FE,101,3676,F,oct,nan,4o1w
MN1C2N1O5,nan,0.00,Protein,nan,nan,MN,201,31235,R,irr,nan,1bfr
FE1S4,0.32,2.65,Protein,nan,nan,FE,1544,8288,A,tet,nan,1gnl
FE1N2O3,0.48,3.05,Protein,nan,nan,FE,401,10126,A,tbp,nan,4ket
FE1N6,0.15,2.73,Protein,nan,nan,FE,1107,17365,D,oct,nan,1h29
FE1S3,0.26,2.04,Protein,nan,nan,FE,504,11892,D,tev,nan,2hre
CO1N2O2,0.45,1.40,Protein,nan,nan,CO,804,4949,B,bva,nan,3urb
MN1N1O5,0.21,1.73,Protein,nan,nan,MN,1241,7481,D,oct,nan,2je9
FE1S4,0.54,2.96,Protein,nan,nan,FE,301,36745,H,bva,nan,1e7p
W1O6,0.42,5.74,Protein,nan,nan,W,1010,35709,H,oct,nan,1i96
MN1C1O6,nan,0.00,Protein,nan,nan,MN,4067,44561,G,irr,nan,1m6v
MN1N1O3,nan,1.55,Protein,nan,nan,MN,300,4907,B,irr,nan,4nfz
MN1O2,0.41,0.24,Protein,nan,nan,MN,3076,81596,X,trv,nan,4wce
FE1O2,nan,0.33,Protein,nan,nan,FE,308,5471,A,irr,nan,1tkp
NI1N2O2,0.50,0.35,Protein,nan,nan,NI,799,2653,A,pyv,nan,3e7v
CO1N2O2,0.34,1.07,Protein,nan,nan,CO,1004,4280,B,pyv,nan,2dxl
FE1S4,0.28,1.76,Protein,nan,nan,FE,500,20753,E,tet,nan,1z02
FE1N6,0.08,3.12,Protein,nan,nan,FE,1006,14470,B,oct,nan,3fo3
MN1C2N2O5,nan,0.00,Protein,nan,nan,MN,501,7190,A,irr,nan,1hqf
FE1N6,0.20,2.73,Protein,nan,nan,FE,604,14113,C,oct,nan,4fas
MN1N2O4,0.23,1.71,Protein,nan,nan,MN,1572,4118,A,oct,nan,5ajp
NI1N2O4,0.40,1.08,Protein,nan,nan,NI,401,2229,A,oct,nan,5dap
FE1N6,0.12,3.12,Protein,nan,nan,FE,1007,8876,B,oct,nan,3lg1
FE1S4,0.37,2.64,Protein,nan,nan,FE,1001,26503,G,tet,nan,4z3y
FE1N1O4,nan,1.49,Protein,nan,nan,FE,600,21448,N,irr,nan,3mi5
FE1N5,nan,2.19,Protein,nan,nan,FE,147,4414,B,irr,nan,1xz4
FE1N6,0.05,2.72,Protein,nan,nan,FE,804,3982,B,oct,nan,1m1p
MN1O6,0.24,1.03,Protein,nan,nan,MN,200,939,A,oct,nan,1mvo
MN1O6,0.43,1.58,Protein,nan,nan,MN,602,18145,A,oct,nan,2x7j
W1O6,0.54,5.25,Protein,nan,nan,W,1008,45072,R,oct,nan,1i94
FE1N6,0.07,2.80,Protein,nan,nan,FE,613,4230,A,oct,nan,4n4j
NI1C1N1O1,nan,0.00,Protein,nan,nan,NI,700,2321,A,irr,nan,1s3z
FE1N6,0.10,2.98,Protein,nan,nan,FE,1006,8375,A,oct,nan,3lg1
FE1C1N2O2,nan,1.29,Protein,nan,nan,FE,502,12988,A,irr,nan,2ohh
NI1N3,0.56,0.32,Protein,nan,nan,NI,5,6115,B,spv,nan,3qsi
CU1N3O1,0.63,0.65,Protein,nan,nan,CU,603,3561,A,tet,nan,3nsd
FE1N5,0.28,2.25,Protein,nan,nan,FE,1196,13038,H,spy,nan,2vee
FE1N6,0.10,3.06,Protein,nan,nan,FE,1007,8418,A,oct,nan,3lg1
MO1N1O2S3,0.54,2.80,Protein,nan,nan,MO,502,63716,C,oct,nan,5cx1
FE1N6,0.06,3.04,Protein,nan,nan,FE,1294,4905,B,oct,nan,1ofw
FE1N2S2,0.41,1.73,Protein,nan,nan,FE,501,14636,E,tet,nan,2b1x
FE1N3O3,0.54,1.17,Protein,nan,nan,FE,202,3211,A,oct,nan,1bsm
CU1C1N3,nan,0.41,Protein,nan,nan,CU,154,4301,D,irr,nan,3cqp
MN1N2O3,nan,0.98,Protein,nan,nan,MN,605,14010,F,irr,nan,3b59
FE1N4S1,0.56,2.97,Protein,nan,nan,FE,901,6786,A,spy,nan,1r35
FE1S4,0.58,3.11,Protein,nan,nan,FE,997,4812,B,bva,nan,3kem
MN1N1O5,0.35,1.81,Protein,nan,nan,MN,401,21136,F,oct,nan,4ni8
FE1S4,0.46,2.61,Protein,nan,nan,FE,498,15807,A,tet,nan,1fp4
FE1S4,0.38,2.70,Protein,nan,nan,FE,1265,18464,A,tet,nan,4ud6
FE1C1N1O4,nan,1.03,Protein,nan,nan,FE,301,16059,E,irr,nan,3e1n
NI1N1O1,nan,1.03,Protein,nan,nan,NI,275,1710,A,irr,nan,3zr9
CU1N1O1S2,0.30,0.69,Protein,nan,nan,CU,228,28839,B,bva,nan,3ag3
FE1N4S2,0.13,3.43,Protein,nan,nan,FE,200,31421,J,oct,nan,1bfr
MN1N1O5,0.51,0.83,Protein,nan,nan,MN,301,13625,B,oct,nan,2cev
FE1S4,0.73,4.53,Protein,nan,nan,FE,101,66395,c,tet,nan,4xk8
CU1C3N3,nan,0.57,Protein,nan,nan,CU,603,7710,B,irr,nan,3kw7
FE1N6,0.23,2.26,Protein,nan,nan,FE,1005,57086,K,oct,nan,2j7a
FE1S4,0.56,3.04,Protein,nan,nan,FE,576,12539,A,tet,nan,3mm7
FE1S4,0.20,2.87,Protein,nan,nan,FE,1803,15738,B,tet,nan,1y5l
MN1C2N2O5,nan,0.00,Protein,nan,nan,MN,395,18562,E,irr,nan,3un5
W1O6,0.49,6.37,Protein,nan,nan,W,1004,44753,B,oct,nan,1i94
CU1C1N3,nan,0.50,Protein,nan,nan,CU,154,11089,J,irr,nan,2gbv
FE1S4,0.28,2.65,Protein,nan,nan,FE,1240,18444,E,tet,nan,1qlb
FE1N6,0.09,2.74,Protein,nan,nan,FE,813,65637,I,oct,nan,4rkm
CU1N3,0.11,0.28,Protein,nan,nan,CU,1005,54795,F,spv,nan,3gyr
FE1N6,0.13,3.04,Protein,nan,nan,FE,604,17065,C,oct,nan,1d4c
CU1O3,0.52,0.47,Protein,nan,nan,CU,409,2536,A,spv,nan,4zk8
FE1S4,0.28,2.72,Protein,nan,nan,FE,501,6988,A,tet,nan,4uqu
FE1N5,0.48,2.18,Protein,nan,nan,FE,147,4509,B,spy,nan,1bab
MN1O3,0.38,0.60,Protein,nan,nan,MN,428,20439,D,tev,nan,3ig4
FE1N4O1,0.20,2.84,Protein,nan,nan,FE,760,31200,E,spy,nan,1ye9
CO1C1N1O4,nan,0.87,Protein,nan,nan,CO,1664,30789,B,irr,nan,2wyr
CU1N2S1,0.41,0.86,Protein,nan,nan,CU,129,14282,B,tri,nan,1ilu
FE1S4,0.43,2.13,Protein,nan,nan,FE,101,12457,H,tet,nan,3w5u
FE1N5S1,0.07,3.81,Protein,nan,nan,FE,200,5774,C,oct,nan,1m70
W1O6,0.62,6.17,Protein,nan,nan,W,1580,35551,A,oct,nan,1i95
FE1S3,0.24,4.16,Protein,nan,nan,FE,8002,30510,C,tev,nan,3lw5
FE1S4,0.18,2.64,Protein,nan,nan,FE,439,37491,A,tet,nan,3i9v
W1O6,0.54,6.36,Protein,nan,nan,W,1001,35144,B,oct,nan,1i96
FE1N5,0.06,2.86,Protein,nan,nan,FE,300,4007,B,spy,nan,1wow
MN1N1O4,0.35,1.28,Protein,nan,nan,MN,300,7413,A,spy,nan,2e51
FE1S4,0.47,2.64,Protein,nan,nan,FE,100,1431,B,tet,nan,3p63
CU1N2S1,0.52,0.49,Protein,nan,nan,CU,702,36803,D,tri,nan,3sbr
FE1S3,0.21,2.78,Protein,nan,nan,FE,6498,15825,B,tev,nan,3k1a
FE1C1N5,0.06,3.42,Protein,nan,nan,FE,147,2330,B,oct,nan,3g4y
MN1O5,0.53,1.57,Protein,nan,nan,MN,501,27401,E,spy,nan,4xkm
FE1O6,0.54,1.14,Protein,nan,nan,FE,916,6435,A,oct,nan,3ufh
FE1C1O5,nan,0.75,Protein,nan,nan,FE,201,10245,F,irr,nan,1sof
FE1S4,0.53,2.68,Protein,nan,nan,FE,101,12287,B,tet,nan,3w5u
FE1O2,nan,0.25,Protein,nan,nan,FE,184,1335,A,irr,nan,1vei
FE1N4S1,0.42,3.19,Protein,nan,nan,FE,2750,6782,B,spy,nan,1mmw
FE1S4,0.23,4.99,Protein,nan,nan,FE,1801,58978,M,tet,nan,1ogy
FE1C1N4O2,nan,0.94,Protein,nan,nan,FE,308,13295,M,irr,nan,1aij
FE1S4,0.36,2.74,Protein,nan,nan,FE,1267,37375,D,tet,nan,4ueq
FE1S4,0.49,2.36,Protein,nan,nan,FE,1001,26526,F,tet,nan,4z3w
FE1N2O1S1,0.56,1.99,Protein,nan,nan,FE,2222,3300,B,tet,nan,1zgn
NI1N3O3,0.22,1.01,Protein,nan,nan,NI,146,1963,A,oct,nan,3eyy
FE1C1N1O5,0.72,2.38,Protein,nan,nan,FE,333,2568,A,coc,nan,1iej
CU1C1N1O1S2,nan,0.84,Protein,nan,nan,CU,170,1986,B,irr,nan,2cua
FE1N5O1,0.17,3.19,Protein,nan,nan,FE,1004,8639,B,oct,nan,3sxq
MO1C1O3S4,nan,0.00,Protein,nan,nan,MO,3800,15736,A,irr,nan,1y5i
FE1N5O1,0.27,2.91,Protein,nan,nan,FE,400,2330,A,oct,nan,2anz
MO1O2S2SE1,nan,6.33,Protein,nan,nan,MO,920,18231,F,irr,nan,3hrd
FE1S4,0.23,2.71,Protein,nan,nan,FE,1233,18827,B,tet,nan,2uza
FE1C1N6,0.63,3.58,Protein,nan,nan,FE,516,28785,N,hvp,nan,1ocz
FE1C1N5O2,nan,5.17,Protein,nan,nan,FE,147,4428,B,irr,nan,1yg5
FE1S4,0.31,2.68,Protein,nan,nan,FE,1544,8397,A,tet,nan,1upx
FE1N2O1,0.71,0.40,Protein,nan,nan,FE,1501,25508,H,tev,nan,2ohi
FE1N5,0.19,2.67,Protein,nan,nan,FE,1308,4832,B,spy,nan,1gx2
FE1C1N6,0.58,3.07,Protein,nan,nan,FE,1008,8919,B,coc,nan,3lg1
MO1O2S3,nan,2.35,Protein,nan,nan,MO,504,10550,D,irr,nan,1xdq
FE1O3,nan,1.70,Protein,nan,nan,FE,310,2283,A,irr,nan,3kn7
FE1S4,0.22,2.61,Protein,nan,nan,FE,702,26300,D,tet,nan,4z3y
FE1N5S1,0.20,3.51,Protein,nan,nan,FE,101,608,A,oct,nan,4jcg
MN1N2O3,0.58,0.90,Protein,nan,nan,MN,301,33239,G,spy,nan,4e2q
FE1N5O1,0.43,2.01,Protein,nan,nan,FE,1316,2357,A,oct,nan,2w23
CU1N1O1S2,0.32,0.98,Protein,nan,nan,CU,228,28561,B,bva,nan,2zxw
MN1N1O5,0.23,2.58,Protein,nan,nan,MN,305,15047,C,oct,nan,3uk9
FE1N4S1,0.40,3.40,Protein,nan,nan,FE,750,6748,B,spy,nan,1p6h
FE1C1N2O2,nan,2.14,Protein,nan,nan,FE,901,29573,A,irr,nan,2yfi
CU1CL1S3,0.40,0.98,Protein,nan,nan,CU,202,777,A,bva,nan,4f2e
FE1S4,0.25,2.19,Protein,nan,nan,FE,101,15374,B,tet,nan,5bwe
CU1N3,0.54,0.60,Protein,nan,nan,CU,497,11297,B,tri,nan,3t71
NI1N3O2,nan,0.98,Protein,nan,nan,NI,108,10101,G,irr,nan,3foo
FE1C1N1O5,nan,1.02,Protein,nan,nan,FE,204,30433,C,irr,nan,5d8y
CU1C1N2S2,nan,0.86,Protein,nan,nan,CU,106,2423,C,irr,nan,1baw
FE1N2O4,0.72,1.06,Protein,nan,nan,FE,500,11817,D,oct,nan,1sp8
FE1N6,0.10,3.06,Protein,nan,nan,FE,1302,4856,A,oct,nan,1ofw
CU1N3O2,nan,0.84,Protein,nan,nan,CU,603,9170,B,irr,nan,2ih8
NI1N2O4,0.62,0.74,Protein,nan,nan,NI,501,15015,D,pvp,nan,4lrl
MN1O4,0.25,0.90,Protein,nan,nan,MN,304,4530,B,pyv,nan,4qkd
FE1S3,0.38,2.29,Protein,nan,nan,FE,503,15640,C,tev,nan,1qgu
CU1N1O1S2,0.30,0.75,Protein,nan,nan,CU,228,28827,B,bva,nan,3abk
MN1O6,nan,0.55,Protein,nan,nan,MN,400,4459,B,irr,nan,2wod
MN1N1O5,0.18,1.70,Protein,nan,nan,MN,301,4020,B,oct,nan,2phx
MN1C2N1O2,nan,0.00,Protein,nan,nan,MN,3005,33357,D,irr,nan,3ob8
FE1S4,0.31,2.76,Protein,nan,nan,FE,1001,6202,S,tet,nan,1ubm
MN1C1N2O6,nan,0.00,Protein,nan,nan,MN,395,9288,A,irr,nan,3m8z
FE1S4,0.53,2.68,Protein,nan,nan,FE,702,26001,D,tet,nan,4z3z
CU1N2S2,0.34,0.91,Protein,nan,nan,CU,1501,7667,A,tet,nan,2b08
FE1O4S2,0.60,2.32,Protein,nan,nan,FE,1555,4280,A,pvp,nan,1gnt
FE1C3S2,0.32,2.79,Protein,nan,nan,FE,1550,18598,R,spy,nan,4uew
MO1O6,0.47,5.72,Protein,nan,nan,MO,1409,6223,B,oct,nan,4bvp
FE1N5O1,0.17,3.10,Protein,nan,nan,FE,147,4560,D,oct,nan,1hgb
FE1S4,0.30,2.83,Protein,nan,nan,FE,1001,6206,S,tet,nan,1wul
NI1C1N1O4,0.51,0.00,Protein,nan,nan,NI,359,2467,A,con,nan,1sdw
FE1S4,0.34,2.24,Protein,nan,nan,FE,265,36810,E,tet,nan,2frv
FE1N2O3,nan,1.70,Protein,nan,nan,FE,281,2017,A,irr,nan,3hhy
MN1N1O2,nan,0.43,Protein,nan,nan,MN,162,1406,A,irr,nan,3ql3
FE1C1S3,0.41,2.64,Protein,nan,nan,FE,602,15154,A,tet,nan,4wn9
FE1N6,0.17,3.18,Protein,nan,nan,FE,1172,2546,B,oct,nan,1ux9
MN1C1N1O6,nan,0.00,Protein,nan,nan,MN,413,2443,A,irr,nan,3mmr
MN1N3O3,0.28,1.21,Protein,nan,nan,MN,202,1493,A,oct,nan,2et1
FE1S4,0.42,3.89,Protein,nan,nan,FE,304,24596,B,tet,nan,2wp9
FE1N6,0.28,2.16,Protein,nan,nan,FE,603,3956,X,oct,nan,1z1n
FE1C2N6,0.71,3.02,Protein,nan,nan,FE,603,13798,C,hbp,nan,4n4n
FE1N5O1,0.12,3.49,Protein,nan,nan,FE,154,1232,A,oct,nan,1ofj
FE1N6,0.06,3.17,Protein,nan,nan,FE,300,1745,A,oct,nan,2dy5
FE1C1N1O4,nan,1.08,Protein,nan,nan,FE,203,5381,D,irr,nan,4toh
MN1N1O4,0.33,1.28,Protein,nan,nan,MN,241,1811,A,spy,nan,2g4i
FE1S4,0.26,1.58,Protein,nan,nan,FE,1026,31134,C,tet,nan,1gte
FE1S4,0.33,2.66,Protein,nan,nan,FE,284,12106,A,tet,nan,3ze9
FE1S4,0.71,4.85,Protein,nan,nan,FE,303,16711,B,bva,nan,4kx6
FE1C2O1S2,0.43,2.28,Protein,nan,nan,FE,427,7782,L,spy,nan,1hfe
FE1C1O3,nan,0.63,Protein,nan,nan,FE,202,30834,T,irr,nan,4toe
MN1N1O6,nan,2.13,Protein,nan,nan,MN,603,4171,A,irr,nan,4za8
FE1N4,0.13,2.07,Protein,nan,nan,FE,301,7077,B,spl,nan,4wd4
FE1N5O1,0.49,2.29,Protein,nan,nan,FE,304,3326,A,oct,nan,4ybn
FE1N1O5,0.51,2.16,Protein,nan,nan,FE,2,2450,A,oct,nan,3r5t
MN1N2O3,0.55,0.91,Protein,nan,nan,MN,601,2906,A,tbp,nan,3psn
FE1N2O4,0.40,0.94,Protein,nan,nan,FE,401,11848,D,oct,nan,4z6r
FE1S4,0.24,2.90,Protein,nan,nan,FE,1266,25005,A,tet,nan,4urh
FE1C1N1O5,nan,1.98,Protein,nan,nan,FE,400,2504,A,irr,nan,1eh3
MN1N1O4,nan,0.99,Protein,nan,nan,MN,502,7203,B,irr,nan,1p8q
MN1O3,nan,1.01,Protein,nan,nan,MN,8,7003,D,irr,nan,3n4q
FE1S4,0.17,2.68,Protein,nan,nan,FE,582,4490,A,tet,nan,1c4c
FE1S4,0.27,2.68,Protein,nan,nan,FE,405,5599,A,tet,nan,3rf9
FE1S4,0.38,2.66,Protein,nan,nan,FE,1000,39466,L,tet,nan,3gyx
CO1N6,0.04,2.09,Protein,nan,nan,CO,402,4810,A,oct,nan,3w1a
MN1N1O5,0.36,1.73,Protein,nan,nan,MN,401,21178,G,oct,nan,4ni8
FE1N1O3S1,nan,1.22,Protein,nan,nan,FE,301,1685,A,irr,nan,4o6j
FE1S4,0.29,2.40,Protein,nan,nan,FE,2234,18780,A,tet,nan,2c3m
FE1N6,0.19,2.88,Protein,nan,nan,FE,1005,19041,D,oct,nan,2vr0
FE1N6,nan,2.75,Protein,nan,nan,FE,200,2743,B,irr,nan,2w31
FE1O4,0.55,0.66,Protein,nan,nan,FE,402,5579,A,bva,nan,2av8
FE1C1N1O1,nan,1.01,Protein,nan,nan,FE,350,16788,E,irr,nan,2p1i
FE1S4,0.26,2.72,Protein,nan,nan,FE,1267,18501,B,tet,nan,4ucq
MN1O7,nan,1.96,Protein,nan,nan,MN,341,2229,A,irr,nan,3ork
FE1S4,0.25,2.80,Protein,nan,nan,FE,1432,3242,A,tet,nan,1uwv
FE1N5S1,0.23,4.10,Protein,nan,nan,FE,606,2483,A,oct,nan,3ov0
MN1O2,nan,0.77,Protein,nan,nan,MN,904,13021,A,irr,nan,4w8y
FE1S4,0.10,2.02,Protein,nan,nan,FE,201,11783,D,tet,nan,3vmi
MN1N1O4,0.34,0.64,Protein,nan,nan,MN,500,7027,A,spy,nan,3e8z
FE1C1N1O4,nan,0.81,Protein,nan,nan,FE,403,4529,B,irr,nan,1r2f
FE1S4,0.23,2.68,Protein,nan,nan,FE,183,37342,9,tet,nan,3i9v
V1C2O7,nan,0.00,Protein,nan,nan,V,402,10340,C,irr,nan,5bzx
FE1S4,nan,4.98,Protein,nan,nan,FE,585,12557,B,irr,nan,3mm9
MN1O6,0.36,0.94,Protein,nan,nan,MN,801,13835,B,oct,nan,3a9r
FE1N6,0.18,2.34,Protein,nan,nan,FE,480,14244,B,oct,nan,3l1t
FE1S4,0.26,2.71,Protein,nan,nan,FE,1265,18447,B,tet,nan,4ue6
FE1O3,nan,0.38,Protein,nan,nan,FE,201,7797,A,irr,nan,2wtl
FE1S4,0.27,2.61,Protein,nan,nan,FE,107,994,A,tet,nan,1d3w
FE1N1S3,0.29,3.33,Protein,nan,nan,FE,496,48311,I,tet,nan,2afi
FE1N2S2,0.41,1.91,Protein,nan,nan,FE,401,11737,A,tet,nan,3vmi
CU1N2O1S1,0.70,0.51,Protein,nan,nan,CU,129,3880,D,bva,nan,3jtb
FE1S3,0.23,1.87,Protein,nan,nan,FE,1002,9508,X,tev,nan,4udx
FE1N5,0.23,2.67,Protein,nan,nan,FE,201,2973,B,spy,nan,4iam
FE1N5O1,0.19,1.80,Protein,nan,nan,FE,401,17879,E,oct,nan,3bk9
NI1S4,0.42,0.47,Protein,nan,nan,NI,551,18494,Q,pyv,nan,3cus
FE1N5O1,0.11,3.01,Protein,nan,nan,FE,154,1231,A,oct,nan,2mgh
CO1C1N1O3,nan,1.17,Protein,nan,nan,CO,402,32773,I,irr,nan,5ds0
