envComp,gRMSD,valence,type,mineral,amcsdID,atomName,resNum,atomNum,chain,geo,pdb_Min,pdb_Pro
MN1C1CL2N1O4,nan,0.00,Protein,nan,nan,MN,1306,5069,B,irr,nan,2v8t
FE1C1N4O2,nan,0.87,Protein,nan,nan,FE,308,6824,M,irr,nan,2gmr
FE1N6,0.08,3.19,Protein,nan,nan,FE,1006,8847,B,oct,nan,3owm
FE1S4,0.20,2.78,Protein,nan,nan,FE,1266,37366,D,tet,nan,4ueq
FE1N5S1,0.34,4.71,Protein,nan,nan,FE,301,40762,E,oct,nan,2qjk
FE1C1N4S1,0.28,3.15,Protein,nan,nan,FE,501,30322,D,oct,nan,4ejh
MN1C2N1O4,nan,0.00,Protein,nan,nan,MN,601,15584,D,irr,nan,1bcf
FE1N5,nan,2.31,Protein,nan,nan,FE,605,9236,A,irr,nan,3f9p
FE1N5O1,0.58,2.96,Protein,nan,nan,FE,1000,39517,T,pvp,nan,3q09
FE1N2O4,0.31,0.90,Protein,nan,nan,FE,401,11854,C,oct,nan,5bwg
FE1O4,0.52,0.40,Protein,nan,nan,FE,1007,8933,E,bvp,nan,3bvf
FE1C1N1O4,nan,0.75,Protein,nan,nan,FE,751,16792,E,irr,nan,1afr
MN1N1O5,0.58,0.92,Protein,nan,nan,MN,505,14096,C,oct,nan,1pq3
W1O6,0.42,5.74,Protein,nan,nan,W,1004,35294,B,oct,nan,1i97
FE1N5O1,0.19,2.77,Protein,nan,nan,FE,160,2695,B,oct,nan,2wth
FE1N6,0.12,2.99,Protein,nan,nan,FE,504,7102,A,oct,nan,4wjy
FE1S4,0.23,2.30,Protein,nan,nan,FE,425,12822,C,tet,nan,3aek
FE1N2S2,0.47,2.12,Protein,nan,nan,FE,1460,59121,C,tet,nan,2xrx
MN1N3O2,0.21,1.03,Protein,nan,nan,MN,301,6660,B,tbp,nan,4f6e
FE1S4,0.24,2.78,Protein,nan,nan,FE,401,15556,B,tet,nan,5c4i
CU1C2N2O2,nan,2.09,Protein,nan,nan,CU,1517,4150,A,irr,nan,2x88
MN1O7,0.64,0.72,Protein,nan,nan,MN,155,14510,A,coc,nan,3shd
FE1N5S1,0.11,3.53,Protein,nan,nan,FE,220,19510,Z,oct,nan,2zzs
FE1N4S1,0.41,2.30,Protein,nan,nan,FE,1407,6393,B,spy,nan,2vzm
CU1N1O1S2,0.38,0.68,Protein,nan,nan,CU,287,12658,B,bva,nan,3oma
FE1S4,0.27,2.72,Protein,nan,nan,FE,300,1784,A,tet,nan,1mun
FE1S4,0.46,2.19,Protein,nan,nan,FE,602,37687,A,tet,nan,3eub
FE1S4,0.32,2.80,Protein,nan,nan,FE,702,25848,A,tet,nan,4z40
FE1S4,0.19,2.26,Protein,nan,nan,FE,501,1708,A,tet,nan,4m7s
FE1S4,0.36,2.81,Protein,nan,nan,FE,285,5870,A,tet,nan,3ze7
FE1N1O4,0.46,1.09,Protein,nan,nan,FE,155,1296,A,tbp,nan,3r2r
FE1C1N5,0.20,3.66,Protein,nan,nan,FE,202,2239,A,oct,nan,4ni0
MN1N3O2,0.25,1.31,Protein,nan,nan,MN,504,6669,D,tbp,nan,1en4
FE1S4,0.17,2.82,Protein,nan,nan,FE,738,19937,F,tet,nan,3git
FE1S4,nan,2.28,Protein,nan,nan,FE,910,18959,B,irr,nan,1rm6
CU1S4,0.34,0.89,Protein,nan,nan,CU,74,6789,I,tet,nan,3k7r
FE1N5O2,0.59,3.89,Protein,nan,nan,FE,500,3084,A,coc,nan,1u55
CU1S2,0.56,0.43,Protein,nan,nan,CU,801,63809,D,trv,nan,4rkm
MO1N2O2S3,0.78,10.26,Protein,nan,nan,MO,3004,36591,F,coc,nan,1jrp
FE1C1N1O5,nan,1.46,Protein,nan,nan,FE,302,3223,B,irr,nan,1yuz
NI1C1N1O1,nan,0.00,Protein,nan,nan,NI,572,8665,B,irr,nan,3cj4
W1O6,0.49,6.37,Protein,nan,nan,W,1009,35714,J,oct,nan,1i97
FE1N5,nan,2.07,Protein,nan,nan,FE,142,4379,A,irr,nan,1y09
FE1N2O4,0.30,1.79,Protein,nan,nan,FE,556,6400,A,oct,nan,2xmo
FE1N5,0.26,2.17,Protein,nan,nan,FE,301,9755,D,spy,nan,4m07
CO1C1N1O4,nan,1.76,Protein,nan,nan,CO,1452,6627,A,irr,nan,1y7a
FE1N2O3,nan,1.33,Protein,nan,nan,FE,301,23263,J,irr,nan,3wsh
MN1C1N1O5,0.74,0.00,Protein,nan,nan,MN,1001,4841,A,coc,nan,3mjo
FE1S4,0.21,2.68,Protein,nan,nan,FE,2000,39404,J,tet,nan,3gyx
FE1C2N1O5,nan,0.96,Protein,nan,nan,FE,203,30692,A,irr,nan,4toa
CU1N3,nan,0.48,Protein,nan,nan,CU,1742,21854,D,irr,nan,2c11
FE1S4,0.17,2.73,Protein,nan,nan,FE,3235,18786,A,tet,nan,2c42
FE1S4,0.37,2.62,Protein,nan,nan,FE,303,24747,F,tet,nan,2wu2
MN1N1O3,0.34,1.14,Protein,nan,nan,MN,257,5793,C,pyv,nan,3hw6
MN1N2O3,0.56,1.39,Protein,nan,nan,MN,500,5250,A,spy,nan,1f1u
FE1S4,0.36,2.67,Protein,nan,nan,FE,1002,6206,S,tet,nan,1h2a
MO1N1O2S3,0.45,3.10,Protein,nan,nan,MO,502,15966,A,oct,nan,4nd8
FE1C1N2O3,nan,3.05,Protein,nan,nan,FE,301,4128,B,irr,nan,3o6r
FE1S4,0.26,2.74,Protein,nan,nan,FE,602,18077,B,tet,nan,4xdc
FE1S4,0.26,2.20,Protein,nan,nan,FE,502,10939,C,tet,nan,4nbe
CU1N2O2,0.25,0.48,Protein,nan,nan,CU,703,6781,B,spl,nan,2yxv
FE1N2O2,0.62,0.75,Protein,nan,nan,FE,600,20715,F,bvp,nan,1ykk
FE1S4,0.38,2.20,Protein,nan,nan,FE,576,12535,A,tet,nan,3mm8
FE1N4S1,nan,2.84,Protein,nan,nan,FE,750,6710,A,irr,nan,4ctu
FE1N4,0.06,1.98,Protein,nan,nan,FE,201,8771,A,spl,nan,2m6z
CU1C1N3O1,nan,0.85,Protein,nan,nan,CU,100,9852,D,irr,nan,3ciq
FE1N1O4S1,0.70,1.64,Protein,nan,nan,FE,600,10643,N,pvp,nan,3t63
FE1N6,0.06,2.82,Protein,nan,nan,FE,1256,18675,F,oct,nan,2bs3
FE1S4,0.11,2.72,Protein,nan,nan,FE,502,42700,B,tet,nan,5aa5
FE1O1S3,0.25,2.24,Protein,nan,nan,FE,482,89198,G,tet,nan,2vdc
FE1C1N1O4,nan,1.08,Protein,nan,nan,FE,1297,6930,B,irr,nan,1uzr
FE1N6,0.07,2.84,Protein,nan,nan,FE,608,8658,A,oct,nan,4l38
NI1N2S2,0.23,1.09,Protein,nan,nan,NI,118,11260,K,spl,nan,1q0g
FE1N1O2,nan,0.44,Protein,nan,nan,FE,201,49864,4,irr,nan,2jd6
FE1S4,0.23,2.66,Protein,nan,nan,FE,1001,6927,S,tet,nan,4ttt
FE1S4,0.33,2.66,Protein,nan,nan,FE,1011,19186,B,tet,nan,1h0h
FE1N5S1,0.14,3.94,Protein,nan,nan,FE,101,3626,E,oct,nan,4o1w
FE1N1O5,0.22,1.78,Protein,nan,nan,FE,402,4681,A,oct,nan,4hr0
FE1N6,0.05,2.96,Protein,nan,nan,FE,806,15769,C,oct,nan,3ir6
FE1N6,0.14,3.46,Protein,nan,nan,FE,502,32310,P,oct,nan,3h1h
MN1N2O4,0.45,2.46,Protein,nan,nan,MN,500,5194,B,oct,nan,1f1v
MN1N2O3S1,0.35,1.19,Protein,nan,nan,MN,603,11797,B,oct,nan,4dwr
FE1N3O3,0.33,1.44,Protein,nan,nan,FE,115,3813,A,oct,nan,1hmo
MN1N1O5,0.56,1.19,Protein,nan,nan,MN,504,7076,B,oct,nan,4zwu
MN1C2N1O2,nan,0.00,Protein,nan,nan,MN,3005,33321,A,irr,nan,3ob8
FE1S4,0.20,2.80,Protein,nan,nan,FE,637,4656,A,tet,nan,1suf
FE1N1O2,nan,0.66,Protein,nan,nan,FE,1323,4869,A,irr,nan,4bmq
FE1S4,0.29,1.97,Protein,nan,nan,FE,4908,19175,D,tet,nan,1n61
FE1N2O4,0.76,1.21,Protein,nan,nan,FE,600,10521,O,oct,nan,3t67
FE1C1N2O4,0.57,1.39,Protein,nan,nan,FE,404,2347,A,coc,nan,4nao
CU1C1N3,nan,0.53,Protein,nan,nan,CU,201,22042,I,irr,nan,4oh2
FE1N5,0.07,2.26,Protein,nan,nan,FE,402,13503,A,spy,nan,4l1q
FE1N5O1,0.52,2.75,Protein,nan,nan,FE,602,4820,A,oct,nan,4gn6
FE1S4,0.24,2.31,Protein,nan,nan,FE,5000,4376,E,bva,nan,5frt
CU1C2N1O2,nan,0.58,Protein,nan,nan,CU,131,1956,A,irr,nan,1ag0
FE1S4,0.72,4.90,Protein,nan,nan,FE,1101,16547,A,pyv,nan,5eaw
FE1S4,0.45,4.13,Protein,nan,nan,FE,304,24847,J,tet,nan,2ws3
MN1N2O3,0.43,1.04,Protein,nan,nan,MN,342,5230,A,spy,nan,3jyf
NI1C1O1S4,nan,0.00,Protein,nan,nan,NI,1004,6271,L,irr,nan,1ubh
W1O6,0.49,6.36,Protein,nan,nan,W,1008,35632,R,oct,nan,1i97
FE1N4O1,0.17,2.85,Protein,nan,nan,FE,1720,21844,C,spy,nan,4aj9
FE1N6,0.22,2.82,Protein,nan,nan,FE,603,8599,A,oct,nan,1qo8
MN1N3O3,0.68,2.13,Protein,nan,nan,MN,1356,5510,B,pvp,nan,5a7w
CU1N1O1S2,0.30,0.76,Protein,nan,nan,CU,228,30082,O,bva,nan,3ag2
FE1N5S1,0.06,4.47,Protein,nan,nan,FE,501,32076,D,oct,nan,3l71
FE1S4,0.26,2.61,Protein,nan,nan,FE,1011,19328,L,tet,nan,1h0h
CU1N1S3,0.50,0.74,Protein,nan,nan,CU,1004,18302,H,tet,nan,1m56
CU1S2,0.69,0.38,Protein,nan,nan,CU,56,527,A,trv,nan,1aqs
CU1C1N3O2,nan,0.61,Protein,nan,nan,CU,2001,2894,A,irr,nan,4j3r
FE1S4,0.26,1.38,Protein,nan,nan,FE,1028,31193,B,tet,nan,1gth
FE1N4S1,0.47,3.71,Protein,nan,nan,FE,550,13827,B,spy,nan,1nsi
FE1S4,0.34,2.63,Protein,nan,nan,FE,1002,6210,S,tet,nan,1ubh
FE1N3O1,0.34,0.21,Protein,nan,nan,FE,502,3315,A,bvp,nan,3g77
FE1C1N3O2,nan,1.39,Protein,nan,nan,FE,323,10184,B,irr,nan,1b06
FE1N4O1S1,0.20,3.71,Protein,nan,nan,FE,1402,19861,F,oct,nan,3zby
FE1N5,0.23,2.91,Protein,nan,nan,FE,350,17379,A,spy,nan,1atj
FE1S4,0.30,2.73,Protein,nan,nan,FE,602,4323,A,tet,nan,3vkp
CU1N2O1,0.18,0.19,Protein,nan,nan,CU,801,3568,A,spv,nan,3pau
MN1O4,0.56,0.21,Protein,nan,nan,MN,304,8272,A,tet,nan,4fo8
FE1N5O1,0.22,2.85,Protein,nan,nan,FE,150,2301,B,oct,nan,2zfb
FE1N4S1,0.32,2.71,Protein,nan,nan,FE,901,2985,A,spy,nan,4ugk
FE1N6,0.18,2.85,Protein,nan,nan,FE,1004,57217,L,oct,nan,2j7a
FE1S4,0.40,2.76,Protein,nan,nan,FE,1267,18677,A,tet,nan,4upe
FE1S4,0.38,1.73,Protein,nan,nan,FE,1029,31376,C,tet,nan,1gth
FE1N1O5,0.62,1.37,Protein,nan,nan,FE,3002,9686,C,oct,nan,1kgn
CO1O4,0.59,0.30,Protein,nan,nan,CO,802,7250,C,pyv,nan,5ero
FE1N5S1,0.15,4.07,Protein,nan,nan,FE,601,8399,A,oct,nan,1bl9
FE1N5O1,0.10,3.41,Protein,nan,nan,FE,300,4023,B,oct,nan,1wov
FE1C2O2,nan,8.07,Protein,nan,nan,FE,1162,4935,C,irr,nan,1uvh
FE1S4,0.42,2.06,Protein,nan,nan,FE,3498,20431,C,tet,nan,2afh
MN1N1O5,0.39,1.78,Protein,nan,nan,MN,289,3759,B,oct,nan,1fyu
FE1C1N6,0.58,2.84,Protein,nan,nan,FE,154,1182,A,coc,nan,2lh6
MN1C1O6,nan,0.00,Protein,nan,nan,MN,2003,21003,B,irr,nan,1m35
FE1C1N5O1,0.64,3.46,Protein,nan,nan,FE,142,4389,A,coc,nan,1cls
MN1N1O5,0.20,1.56,Protein,nan,nan,MN,919,7169,G,oct,nan,1lod
FE1O3,nan,0.19,Protein,nan,nan,FE,202,49841,0,irr,nan,2jd7
FE1S4,0.32,2.68,Protein,nan,nan,FE,602,4323,A,tet,nan,3vkr
MN1O6,0.44,1.65,Protein,nan,nan,MN,110,807,A,oct,nan,2pal
FE1C1N1O5,0.76,2.08,Protein,nan,nan,FE,999,2611,A,coc,nan,3ib0
FE1C1N4O2,nan,0.93,Protein,nan,nan,FE,405,7017,M,irr,nan,4in7
CU1N3,0.49,0.39,Protein,nan,nan,CU,154,2235,F,tri,nan,2wko
FE1N5,0.29,2.77,Protein,nan,nan,FE,605,4819,A,spy,nan,3py4
MN1N3O3,0.47,1.34,Protein,nan,nan,MN,206,6520,A,oct,nan,3k9s
CU1N3O1,0.36,0.53,Protein,nan,nan,CU,1002,54760,C,tet,nan,3gyr
FE1S4,0.35,2.86,Protein,nan,nan,FE,84,643,A,tet,nan,2ams
FE1S4,0.23,2.68,Protein,nan,nan,FE,401,13798,S,tet,nan,3uqy
FE1N2O1,0.55,1.00,Protein,nan,nan,FE,774,36429,O,tev,nan,3qgk
CO1N6,0.01,3.93,Protein,nan,nan,CO,504,1953,A,oct,nan,4q0s
CO1N6,0.33,1.59,Protein,nan,nan,CO,101,1062,A,oct,nan,4dhv
FE1N4S1,0.32,2.71,Protein,nan,nan,FE,1553,6157,B,spy,nan,2wiv
FE1N4S1,0.17,2.71,Protein,nan,nan,FE,500,6620,B,spy,nan,4cww
FE1S4,0.37,3.03,Protein,nan,nan,FE,1510,12209,C,tet,nan,3zxs
CU1N2,0.28,0.24,Protein,nan,nan,CU,1004,54866,L,lin,nan,3gyr
FE1C1N2O4,0.75,1.24,Protein,nan,nan,FE,501,17899,F,coc,nan,3gkq
MN1N1O5,0.37,2.98,Protein,nan,nan,MN,459,7140,C,oct,nan,1lob
FE1S4,nan,4.15,Protein,nan,nan,FE,910,19113,E,irr,nan,1rm6
FE1N3O2,0.25,1.54,Protein,nan,nan,FE,201,6163,B,tbp,nan,1qnn
CU1N2S1,0.62,1.08,Protein,nan,nan,CU,1105,12956,A,spv,nan,4ejx
FE1O1S3,0.59,2.28,Protein,nan,nan,FE,501,6279,B,tet,nan,4s23
MN1O4,0.41,0.29,Protein,nan,nan,MN,3001,9687,C,pyv,nan,1kgp
W1O6,0.42,5.74,Protein,nan,nan,W,1580,35791,A,oct,nan,1i96
W1O6,0.51,6.49,Protein,nan,nan,W,1581,35876,A,oct,nan,1i97
MN1N1O3,0.33,1.23,Protein,nan,nan,MN,239,7238,A,pyv,nan,2d7f
FE1S4,0.51,4.98,Protein,nan,nan,FE,8003,30515,C,bva,nan,3lw5
FE1N5,0.49,2.27,Protein,nan,nan,FE,148,4438,B,spy,nan,1cls
FE1N4S1,0.20,2.16,Protein,nan,nan,FE,750,6747,A,spy,nan,3nlm
NI1N2O4,0.33,1.06,Protein,nan,nan,NI,401,10220,D,oct,nan,5c3p
FE1S4,0.28,2.98,Protein,nan,nan,FE,2001,25763,G,tet,nan,3myr
FE1C2O3,nan,1.74,Protein,nan,nan,FE,204,10303,D,irr,nan,4zkh
FE1S4,0.40,2.61,Protein,nan,nan,FE,1197,18774,B,tet,nan,2vpz
MN1N1O5,0.27,1.47,Protein,nan,nan,MN,234,7080,D,oct,nan,1v6k
FE1N6,0.13,2.87,Protein,nan,nan,FE,7,14758,D,oct,nan,3tor
CU1O3,nan,0.71,Protein,nan,nan,CU,304,1193,A,irr,nan,1v6p
FE1S4,0.60,3.90,Protein,nan,nan,FE,7290,48477,P,bvp,nan,2afi
FE1N4S1,0.43,2.80,Protein,nan,nan,FE,901,6795,A,spy,nan,1m8d
FE1C2N4O2,nan,1.41,Protein,nan,nan,FE,201,1489,A,irr,nan,4qgn
FE1S4,0.45,2.14,Protein,nan,nan,FE,601,16295,B,tet,nan,4tku
FE1N5S1,0.13,2.95,Protein,nan,nan,FE,1449,3339,A,oct,nan,2ci0
FE1N6,0.10,2.96,Protein,nan,nan,FE,1008,8461,A,oct,nan,3lg1
MN1N1O2S1,0.30,2.14,Protein,nan,nan,MN,3000,10290,C,bvp,nan,1ofq
FE1S4,0.38,2.24,Protein,nan,nan,FE,300,3065,A,tet,nan,2pvo
FE1S4,0.48,3.01,Protein,nan,nan,FE,3001,36538,E,tet,nan,1jro
NI1N1O1,0.57,0.84,Protein,nan,nan,NI,5,9472,E,trv,nan,2ga0
CU1N3,0.51,0.44,Protein,nan,nan,CU,200,13451,L,tri,nan,3t5w
FE1N6,0.09,2.80,Protein,nan,nan,FE,905,22003,C,oct,nan,4rkn
FE1S4,0.25,2.26,Protein,nan,nan,FE,505,15654,C,tet,nan,1qh1
CO1C1N1O5,nan,1.63,Protein,nan,nan,CO,401,2414,A,irr,nan,4u71
MO1O4,0.64,2.38,Protein,nan,nan,MO,101,2090,C,pyv,nan,4hi1
MN1O3,nan,0.42,Protein,nan,nan,MN,397,9278,B,irr,nan,3ot9
FE1S4,0.43,2.78,Protein,nan,nan,FE,439,74817,A,tet,nan,3ias
FE1S4,0.29,3.10,Protein,nan,nan,FE,702,26307,D,tet,nan,4z3x
FE1N4S1,0.30,2.18,Protein,nan,nan,FE,422,6595,B,spy,nan,4c9k
FE1S4,0.33,4.17,Protein,nan,nan,FE,57,390,A,tet,nan,1dur
FE1C1S3,0.68,2.74,Protein,nan,nan,FE,1801,58219,E,tet,nan,1ogy
MN1N1O5,0.55,1.41,Protein,nan,nan,MN,214,1735,A,oct,nan,2p6w
W1O6,0.45,6.89,Protein,nan,nan,W,1580,35796,A,oct,nan,1i96
CU1N2O1,nan,0.55,Protein,nan,nan,CU,902,1075,A,irr,nan,1jzg
MN1C1N1O4,nan,0.00,Protein,nan,nan,MN,201,31213,G,irr,nan,1bfr
FE1N2S2,0.36,1.98,Protein,nan,nan,FE,2006,30492,F,tet,nan,4aay
FE1O3,0.45,0.24,Protein,nan,nan,FE,201,7846,C,tev,nan,2wtl
MN1C1N1O4,0.83,0.00,Protein,nan,nan,MN,7,19648,D,pva,nan,2z86
FE1O1S4,nan,2.74,Protein,nan,nan,FE,576,12696,D,irr,nan,3mm8
FE1S4,0.25,2.81,Protein,nan,nan,FE,300,1773,A,tet,nan,1muy
MN1N1O5,0.58,1.24,Protein,nan,nan,MN,500,31430,A,pvp,nan,2bo8
CO1N1O3,0.22,0.64,Protein,nan,nan,CO,1126,9333,C,pyv,nan,2dds
MN1O5,0.53,3.00,Protein,nan,nan,MN,459,7140,C,tbp,nan,1loa
FE1N5O1,0.19,3.19,Protein,nan,nan,FE,1482,14598,G,oct,nan,1gu6
NI1N1O5,0.16,0.61,Protein,nan,nan,NI,1207,6518,B,oct,nan,2hzy
FE1N5,0.13,2.33,Protein,nan,nan,FE,389,6041,A,spy,nan,2y4f
CU1N2S1,0.44,0.81,Protein,nan,nan,CU,702,36871,H,tri,nan,3sbp
FE1N4S1,0.16,2.73,Protein,nan,nan,FE,500,15062,A,spy,nan,2pg6
FE1S4,0.49,2.25,Protein,nan,nan,FE,755,5831,A,tet,nan,1b0k
FE1C1N2O4,0.56,1.97,Protein,nan,nan,FE,403,5215,A,coc,nan,4m71
FE1N6,0.07,3.27,Protein,nan,nan,FE,601,7837,B,oct,nan,1aom
FE1N2O1,nan,0.39,Protein,nan,nan,FE,1300,9458,C,irr,nan,2wl9
MN1C1N1O2,nan,0.00,Protein,nan,nan,MN,2368,18868,A,irr,nan,4cmq
FE1S4,0.24,2.69,Protein,nan,nan,FE,301,12340,T,tet,nan,4ko3
FE1C1N1O5,0.74,2.23,Protein,nan,nan,FE,1001,2744,A,coc,nan,2px1
FE1C1N5S1,0.66,3.66,Protein,nan,nan,FE,481,14236,A,coc,nan,3l4d
FE1N2S2,0.41,1.49,Protein,nan,nan,FE,502,11724,C,tet,nan,4nbc
FE1S4,0.32,1.85,Protein,nan,nan,FE,1027,31186,B,tet,nan,1gth
CU1S2,0.37,0.49,Protein,nan,nan,CU,1127,1580,A,lin,nan,5fje
FE1S3,0.25,1.87,Protein,nan,nan,FE,1496,23755,A,tev,nan,1g20
FE1O6,0.35,0.74,Protein,nan,nan,FE,200,7709,C,oct,nan,3e6s
FE1S4,0.27,2.37,Protein,nan,nan,FE,1002,26509,E,tet,nan,4z3w
FE1O4,0.70,0.48,Protein,nan,nan,FE,1007,8513,A,tet,nan,3bvi
FE1S4,0.33,2.33,Protein,nan,nan,FE,503,63983,M,tet,nan,5cx1
FE1N5S1,0.18,3.83,Protein,nan,nan,FE,1479,14095,A,oct,nan,2x2n
FE1N2O2,0.62,1.15,Protein,nan,nan,FE,600,20713,B,bvp,nan,1ykk
FE1N2S2,0.25,1.48,Protein,nan,nan,FE,201,11793,F,tet,nan,2de7
FE1S4,0.27,2.33,Protein,nan,nan,FE,182,47656,B,tet,nan,3m9s
CU1C1N2O1,nan,0.28,Protein,nan,nan,CU,403,2137,A,irr,nan,3kw8
FE1N1O2,0.67,1.24,Protein,nan,nan,FE,5003,17387,B,tev,nan,1fzi
MN1C1O6,nan,0.00,Protein,nan,nan,MN,640,32295,B,irr,nan,3n25
FE1S4,0.43,1.99,Protein,nan,nan,FE,1498,24274,A,tet,nan,4wza
CU1N3O1,0.55,0.28,Protein,nan,nan,CU,501,19272,B,bva,nan,2dv6
CU1N2S1,0.62,0.89,Protein,nan,nan,CU,6801,18525,C,spv,nan,1fwx
FE1N2O5,0.48,1.39,Protein,nan,nan,FE,901,2079,A,hvp,nan,1e5i
FE1S4,0.43,2.16,Protein,nan,nan,FE,1463,36381,A,tet,nan,2w54
MN1N2O4,0.31,1.66,Protein,nan,nan,MN,1570,23856,C,oct,nan,4d0t
MN1N1O5,0.17,1.40,Protein,nan,nan,MN,1183,3597,C,oct,nan,1hkd
FE1N5S1,0.01,3.65,Protein,nan,nan,FE,104,1695,A,oct,nan,2lit
MN1C1N1O4,nan,0.00,Protein,nan,nan,MN,2002,9686,C,irr,nan,1kgp
W1N1O4,nan,0.00,Protein,nan,nan,W,504,7002,D,irr,nan,2akc
CU1C3N3O1,nan,1.14,Protein,nan,nan,CU,501,4654,B,irr,nan,3npy
FE1N4S1,0.27,3.31,Protein,nan,nan,FE,2500,6735,B,spy,nan,1dm8
MN1N1O5,0.41,1.86,Protein,nan,nan,MN,505,13145,C,oct,nan,3m0m
CU1N2S1,0.38,0.63,Protein,nan,nan,CU,601,4210,A,tri,nan,2wsd
MN1N3O2,0.22,1.10,Protein,nan,nan,MN,208,6666,A,tbp,nan,3lsu
FE1N5,0.16,2.12,Protein,nan,nan,FE,201,8990,D,spy,nan,2m6z
MN1N1O5,0.20,0.56,Protein,nan,nan,MN,1,2766,A,oct,nan,3cqw
FE1N3O1,0.30,0.26,Protein,nan,nan,FE,502,19432,A,pyv,nan,4r88
CU1C3N1S1,nan,1.14,Protein,nan,nan,CU,504,7781,C,irr,nan,2ppf
W1O6,0.38,6.46,Protein,nan,nan,W,1004,35290,B,oct,nan,1i95
FE1N2S2,0.39,2.06,Protein,nan,nan,FE,200,40946,L,tet,nan,2fyn
FE1S4,0.85,4.71,Protein,nan,nan,FE,501,11671,D,tet,nan,4yry
FE1S4,0.22,2.87,Protein,nan,nan,FE,502,6023,A,tet,nan,4k37
FE1S4,0.17,2.95,Protein,nan,nan,FE,502,7111,A,tet,nan,4ur1
CU1N1O1S2,0.36,0.77,Protein,nan,nan,CU,301,28920,B,bva,nan,3x2q
FE1N2O3,0.40,1.69,Protein,nan,nan,FE,600,3531,B,spy,nan,1eob
FE1S4,0.27,4.61,Protein,nan,nan,FE,303,17945,B,tet,nan,3vr8
NI1N2,0.37,0.25,Protein,nan,nan,NI,201,6241,A,trv,nan,4zxs
FE1C2N2O4,nan,2.62,Protein,nan,nan,FE,400,4817,A,irr,nan,1dmh
FE1N5,0.18,2.82,Protein,nan,nan,FE,374,2293,A,spy,nan,1qo4
W1O6,0.49,6.38,Protein,nan,nan,W,1009,35639,J,oct,nan,1i96
CU1N2O1,0.41,0.69,Protein,nan,nan,CU,403,2604,A,tev,nan,3wnj
MN1N3O2,0.43,1.61,Protein,nan,nan,MN,1003,8264,C,spy,nan,2vqa
FE1N6,0.11,2.77,Protein,nan,nan,FE,1255,18562,F,oct,nan,2bs2
MN1C2N1O3,nan,0.00,Protein,nan,nan,MN,504,5568,B,irr,nan,1pm2
FE1N2S2,0.38,1.93,Protein,nan,nan,FE,455,15039,A,tet,nan,2gbw
FE1S4,0.34,2.84,Protein,nan,nan,FE,1267,18467,A,tet,nan,4ue2
FE1S4,0.25,2.34,Protein,nan,nan,FE,505,15647,C,tet,nan,1qh1
MN1O2,nan,0.60,Protein,nan,nan,MN,185,2979,A,irr,nan,3tr8
FE1N5O2,0.59,3.57,Protein,nan,nan,FE,1154,1243,A,coc,nan,2vlx
FE1S4,0.33,2.67,Protein,nan,nan,FE,1001,4753,X,tet,nan,3b53
W1O6,0.40,5.90,Protein,nan,nan,W,1013,36027,T,oct,nan,1i95
FE1N6,0.08,2.80,Protein,nan,nan,FE,609,4058,A,oct,nan,4n4j
FE1N4S1,0.11,2.92,Protein,nan,nan,FE,500,6497,A,spy,nan,4car
FE1N5S1,0.21,3.16,Protein,nan,nan,FE,93,985,A,oct,nan,1k3g
MO1N1O2S3,0.44,3.72,Protein,nan,nan,MO,1496,24296,C,oct,nan,4wza
FE1S4,0.20,2.66,Protein,nan,nan,FE,784,37358,3,tet,nan,3i9v
CU1N2O1,0.21,0.49,Protein,nan,nan,CU,557,8778,B,spv,nan,1asq
NI1O2S3,0.46,1.16,Protein,nan,nan,NI,1551,18736,Q,spy,nan,4upe
FE1S4,0.32,2.37,Protein,nan,nan,FE,1267,18543,C,tet,nan,4ud6
NI1C1S4,nan,0.00,Protein,nan,nan,NI,701,42834,K,irr,nan,5aa5
CU1N3O2,nan,0.45,Protein,nan,nan,CU,358,2390,A,irr,nan,3mlk
FE1N5,0.31,2.01,Protein,nan,nan,FE,301,6393,A,spy,nan,4p4q
CO1C1O4,nan,0.39,Protein,nan,nan,CO,1435,3378,A,irr,nan,4d5v
FE1C1S4,nan,2.82,Protein,nan,nan,FE,3001,37312,A,irr,nan,3zyv
MN1N1O5,0.61,1.30,Protein,nan,nan,MN,405,9303,B,oct,nan,4lrf
FE1N1S3,0.25,2.28,Protein,nan,nan,FE,1001,6928,S,tet,nan,4ttt
FE1S4,0.24,2.96,Protein,nan,nan,FE,401,13317,T,tet,nan,5a4m
FE1S4,0.21,2.64,Protein,nan,nan,FE,703,42738,D,tet,nan,5aa5
FE1S4,0.31,2.29,Protein,nan,nan,FE,501,5795,A,tet,nan,4mk4
FE1N5O2,nan,3.85,Protein,nan,nan,FE,147,4516,D,irr,nan,1ygf
MN1O6,0.30,0.79,Protein,nan,nan,MN,401,2820,A,oct,nan,4rag
CU1N3,0.27,0.15,Protein,nan,nan,CU,402,13372,F,tri,nan,4kns
FE1N5O1,0.06,3.66,Protein,nan,nan,FE,403,13579,B,oct,nan,4k3i
CU1N3O2,nan,0.65,Protein,nan,nan,CU,1003,3794,A,irr,nan,3uac
FE1N4O1S1,0.19,3.06,Protein,nan,nan,FE,1418,12988,A,oct,nan,4c9m
CU1N1O1S2,0.33,0.62,Protein,nan,nan,CU,1022,12931,B,bva,nan,3dtu
